staff_id,occupation
221085,Scriptwriter
135954,Band
156650,Vocalist
156652,Vocalist
216401,Producer
206044,CG Artist
125121,Writer
108053,Mangaka
97866,Illustrator
97940,Illustrator
97213,Mangaka
97831,Mangaka
100375,Writer
100375,Editor
169365,Designer
144432,Designer
144432,Artist
97330,Mangaka
97331,Mangaka
177067,Vocalist
107410,Animator
107410,Designer
155592,Composite Artist
129852,Animator
129852,Illustrator
97479,Mangaka
129878,Painter
147713,Scriptwriter
278716,Mangaka
241662,Letterer
311232,Translator
98073,Animator
98073,Illustrator
131231,Animator
131231,Designer
149263,Animator
241697,Audio Engineer
241699,Painter
241704,Producer
241703,Painter
241705,Painter
241702,Director
241702,Storyboarder 
241706,Producer
241707,Background Artist
241698,Editor
241710,Painter
241701,Painter
241709,Painter
241711,Composite Artist
241708,Producer
133246,Painter
187411,Composite Artist
187411,Painter
102291,Composer
106546,Scriptwriter
193669,Producer
218441,Lyricist
116829,Mangaka
97339,Mangaka
133914,Animator
187065,Animator
198967,Illustrator
198967,Designer
262038,Writer
98161,Mangaka
251470,Composer
119671,Animator
119671,Designer
200795,Animator
200795,Designer
194610,Producer
123536,Animator
149229,Animator
271995,Producer
113697,Mangaka
97308,Writer
97308,Scriptwriter
118628,Mangaka
142295,Designer
142295,Animator
142286,Painter
125205,Director
125205,Storyboarder 
227165,Producer
126585,Director
126585,Storyboarder 
189993,Painter
234840,Producer
106597,Director
106597,Scriptwriter
106597,Storyboarder 
223260,Audio Engineer
194657,Production Manager
187510,Producer
228267,Painter
121215,Director
121215,Scriptwriter
194639,Painter
97077,Mangaka
129864,Animator
129864,Storyboarder 
100315,Director
100315,Storyboard Artist
117729,Mangaka
117729,Illustrator
122601,Illustrator
122601,Mechanical Designer
106117,Director
106117,Storyboarder 
245498,Writer
155433,Designer
97233,Mangaka
102629,Mangaka
96925,Mangaka
113115,Mangaka
95366,Voice Actor
95366,Vocalist
101524,Designer
101524,Animator
97472,Mangaka
97338,Mangaka
135092,Mangaka
122566,Writer
148976,Designer
103498,Animator
103498,Designer
105512,Mechanical Designer
111209,Director
111209,Storyboarder 
110895,Designer
106987,Director
106987,Scriptwriter
106988,Designer
106988,Animator
158527,Illustrator
150094,Painter
146075,Composite Artist
99087,Mangaka
149135,Musician
109497,Composer
109497,Guitarist
165819,Animator
103626,Designer
237758,Web Manager
191455,Animator
148584,Background Artist
109013,Writer
109013,Scriptwriter
101468,Director
101468,Storyboard Artist
105602,Band
96504,Voice Actor
100947,Vocalist
101059,Vocalist
101059,Lyricist
152623,Animator
150899,Animator
118428,Animator
103975,Animator
103975,Character Designer
107628,Vocalist
108693,Vocalist
108693,Lyricist
110941,Editor
118349,Illustrator
275475,Mangaka
116593,Character Designer
118826,Director
118826,Storyboard Artist
110897,Designer
110897,Animator
100987,Mechanical Designer
245772,Scriptwriter
131921,Animator
158126,Composite Artist
170138,Composite Artist
95057,Voice Actor
100383,Vocalist
100383,Lyricist
100383,Composer
101357,Musician
101357,Vocalist
113699,Mangaka
115985,Musician
150792,Animator
129865,Animator
120094,Director
120094,Storyboarder 
96931,Mangaka
101221,Animator
101221,Illustrator
109899,Writer
146207,Mangaka
146207,Artist
107153,Mangaka
107153,Artist
269706,Mangaka
107975,Mangaka
137229,Mangaka
238573,Mangaka
144751,Designer
144751,Animator
146194,Designer
176752,Director
176752,Storyboarder 
149793,Animator
158127,Composite Artist
101564,Director
259858,CG Artist
259858,Animator
197548,Animator
167721,Animator
148127,Animator
124785,Animator
124785,Character Designer
159660,Animator
215705,Designer
118486,Animator
118486,Designer
146195,Animator
120476,Director
120476,Storyboarder 
199888,Designer
286962,Animator
286964,CG Artist
286963,CG Artist
286967,CG Artist
286965,CG Artist
286968,CG Artist
286966,CG Artist
286969,CG Artist
286971,CG Artist
286972,CG Artist
286970,CG Artist
286975,Producer
286973,CG Artist
286983,Production Manager
286980,Production Manager
286977,Production Manager
286976,Producer
286978,Producer
286974,Production Manager
286979,Production Manager
286982,Production Manager
286984,Designer
203751,Vocalist
232555,Composer
306152,Director
194287,Band
198948,Musician
199392,Musician
199392,Artist
228009,CG Artist
172551,Animator
172551,Illustrator
247990,Animator
196741,Animator
244126,Producer
225817,Animator
136724,Animator
136724,Director
161274,Animator
296134,Animator
121854,CG Artist
119341,Director
256038,Mangaka
150318,Painter
146105,Animator
148255,Animator
151927,Animator
136904,Animator
149081,Animator
146111,Animator
158120,Animator
158121,Painter
119545,Mangaka
136947,Illustrator
104050,Mangaka
268806,Writer
117137,Composer
117137,Arranger
107656,Composer
154775,Animator
110843,Animator
110843,Designer
142488,Producer
195039,Designer
195039,Mangaka
144733,Director
144733,Animator
144733,Producer
118425,Animator
118425,Designer
201069,Animator
150210,Producer
148716,Animator
148716,Producer
106709,Mangaka
114926,Animator
114926,Mangaka
97052,Mangaka
98930,Mangaka
148117,Audio Engineer
292690,Translator
286224,Writer
309114,CG Artist
309115,Composer
167426,Violinist
167426,Producer
265463,Mangaka
142140,Composite Artist
186574,Animator
152751,Animator
218614,Animator
218614,Director
157084,Background Artist
133855,Director
133855,Storyboarder
116677,Director
116677,Storyboarder 
101690,Director
101690,Storyboarder 
219749,Background Artist
193434,Background Artist
305049,ADR Director
307457,Musician
288377,Production Manager
314694,Translator
314695,Vocalist
314695,Lyricist
314696,Translator
314697,Translator
314236,Mangaka
176689,Painter
246962,Animator
252385,Animator
211942,Composite Artist
95177,Voice Actor
110943,Audio Engineer
240283,Band
266861,Vocalist
298852,Scriptwriter
298853,Director
298854,Scriptwriter
133163,Animator
131957,Animator
138511,Composite Artist
237460,Illustrator
237460,CG Artist
124886,Animator
301076,Lyricist
301076,Translator
140951,Painter
132897,Animator
148684,Animator
191428,Animator
152930,Animator
129975,Animator
144381,Animator
144381,Designer
155334,Background Artist
147425,Animator
104304,Composite Artist
149115,Composite Artist
191414,Producer
112563,Voice Actor
122979,Scriptwriter
107007,Vocalist
116537,Composer
104669,Composer
277273,Musician
182119,Musician
286633,Producer
286632,Musician
140091,Animator
156984,Sound Director
144460,Editor
281635,Band
146104,Animator
149346,Animator
156099,Animator
152639,Scriptwriter
110931,Scriptwriter
106659,Voice Actor
107585,Animator
119655,Animator
119655,Designer
153852,CG Artist
146674,Painter
120046,Animator
120046,Character Designer
140613,Scriptwriter
165693,Painter
147392,Background Artist
236285,Producer
185869,Producer
134695,Director
134695,Storyboard Artist
134695,Animator
233213,Composite Artist
247811,Director
116615,Scriptwriter
161727,Producer
211790,Animator
279404,ADR Director
279404,Audio Engineer
279403,Translator
128229,Scriptwriter
128229,Director
98249,Illustrator
98249,Mangaka
101389,Director
101389,Storyboarder 
286438,Producer
145938,Composite Artist
111177,Idol Group
138566,Animator
148974,Animator
149302,Animator
148414,Animator
101531,Character Designer
138077,Animator
232202,Designer
141855,Animator
146190,Band
131326,Animator
168167,Mangaka
184168,Writer
106125,Composer
106125,Arranger
271986,Producer
104316,Music Producer
228468,CG Artist
242137,Producer
119125,Designer
155479,Animator
97587,Mangaka
129863,Animator
149839,Composite Artist
96872,Mangaka
96872,Director
270426,Mangaka
238121,CG Artist
120228,Background Artist
97525,Mangaka
99556,Mangaka
118698,Mangaka
97709,Mangaka
142173,Audio Engineer
124887,Animator
153811,Animator
132901,Animator
145261,Animator
121964,Animator
121964,Director
115236,Voice Actor
133256,Pseudonym
237355,Editor
146934,Producer
146934,Composite Artist
132786,Audio Engineer
251185,Audio Engineer
235758,Producer
95637,Voice Actor
133248,Designer
158516,Director
158516,Storyboarder 
227041,Producer
238942,Producer
133921,Director
133921,Storyboarder 
104317,Producer
133259,Animator
133259,Director
170453,Producer
133254,Animator
133254,Designer
133266,Animator
133257,Animator
112995,Art Director
135494,Director
135494,Storyboard Artist
129870,Designer
129870,Animator
99580,Director
99580,Mangaka
95159,Voice Actor
102416,Director
102416,Storyboarder
105147,Art Director
105147,Background Artist
216959,Producer
105137,Background Artist
155553,Producer
149442,Editor
103541,Scriptwriter
220401,Animator
148089,Animator
148838,Producer
133152,Animator
148291,Music Producer
166757,Producer
173528,Editor
162678,Animator
162678,Designer
267131,Vocalist
198812,Animator
198812,Painter
270859,Animator
270859,Painter
270861,Animator
270861,Painter
270860,Animator
270860,Painter
270856,Animator
270856,Painter
269883,Animator
269883,Painter
131501,Director
131501,Animator
138506,Animator
147505,Painter
149032,Producer
214051,Translator
218066,Translator
218912,Translator
97593,Mangaka
97527,Mangaka
97527,Illustrator
289581,Translator
99110,Mangaka
99237,Mangaka
100945,Mangaka
103749,Mangaka
104685,Mangaka
106273,Mangaka
114271,Mangaka
104159,Composer
172820,Animator
169726,Animator
169721,Animator
169722,Animator
172952,Production Manager
196459,Producer
167704,Visual Artist
167704,Director
184210,Painter
96874,Mangaka
99113,Writer
160373,Mangaka
156763,Mangaka
118863,Mangaka
114551,Artist
114551,Character Designer
289076,Translator
100287,Musician
101785,Director
113875,Voice Actor
167443,Voice Actor
150095,Composite Artist
150095,Director
127730,Animator
127730,Designer
149120,Animator
141320,Animator
129855,Animator
143122,Animator
195804,Animator
189648,Director
189648,Storyboard Artist
134373,Animator
124304,Mangaka
155241,Animator
149204,Composite Artist
112035,Producer
211516,Composite Artist
211516,Director
219032,Translator
313281,Translator
125134,Mangaka
174196,Mangaka
219144,Mangaka
203321,Mangaka
188349,Mangaka
219145,Mangaka
117055,Mangaka
219146,Mangaka
219146,Illustrator
219147,Mangaka
126088,Mangaka
126088,Illustrator
100416,Mangaka
102210,Mangaka
119469,Mangaka
169981,Illustrator
169981,Mangaka
101553,Mangaka
118843,Mangaka
108154,Mangaka
128621,Mangaka
126011,Mangaka
122360,Mangaka
119750,Mangaka
119750,Artist
119777,Mangaka
97711,Mangaka
107447,Mangaka
119586,Mangaka
97578,Mangaka
119051,Mangaka
127772,Mangaka
98163,Mangaka
127773,Mangaka
118712,Mangaka
144853,Background Artist
187348,Painter
119571,Composite Artist
119571,Painter
159634,Editor
105071,Voice Actor
111453,Voice Actor
267426,Animator
172822,Animator
231220,Animator
131442,Band
120134,Voice Actor
120134,Vocalist
133416,Director
133416,Storyboard Artist
149887,Animator
149887,Director
146847,Director
149882,Director
149882,Storyboarder 
149883,Animator
149884,Storyboard Artist
149884,Director
111583,Director
111583,Storyboard Artist
127370,Animator
127370,Designer
136753,Animator
121961,Voice Actor
137933,Director
137933,Storyboard Artist
137937,Editor
137937,Director
137940,Animator
137941,Animator
137945,Director
137947,Animator
137129,Background Artist
164830,Animator
164832,Painter
164831,CG Artist
165660,Vocalist
168854,Composer
168854,Lyricist
168854,Guitarist
156090,Painter
230135,Background Artist
230135,Designer
206629,Producer
156048,Composite Artist
118487,Director
118487,Animator
190332,Producer
190324,Producer
214041,Translator
230879,Translator
285068,Translator
286697,Translator
149093,Animator
192674,Animator
146251,Animator
146251,Designer
169720,Animator
157451,Animator
152036,Animator
292380,Vocalist
193307,Animator
222446,Audio Engineer
136908,Animator
159355,Animator
108173,Mangaka
253235,Translator
261486,Letterer
226081,Translator
274397,Editor
278673,Translator
290516,Translator
312747,Editor
134794,Animator
134794,Director
156946,Director
156946,Storyboarder
159027,Animator
118786,Animator
118786,Designer
125182,Animator
125182,Designer
156153,Animator
128873,Animator
168632,Animator
166144,Animator
164761,Background Artist
145109,Editor
156311,Animator
119688,Audio Engineer
137709,Director
255768,Composite Artist
255768,Animator
170099,Animator
192612,Animator
272901,Animator
146759,Painter
217930,Painter
170096,Animator
250199,Animator
281740,Animator
253090,Animator
156611,Composite Artist
156624,Painter
241433,Background Artist
129539,Mangaka
126161,Mangaka
110173,Mangaka
119973,Mangaka
109341,Composer
109341,Arranger
130063,Composite Artist
142692,Art Director
146686,Animator
146688,Producer
146691,CG Artist
146691,Composite Artist
146692,Producer
230884,Translator
236834,Translator
278061,Translator
283456,Translator
130104,Mangaka
129129,Mangaka
144537,Musician
146720,Painter
183407,Animator
146728,Animator
183357,Animator
146709,Animator
146725,Editor
146678,Animator
146678,Director
146679,Animator
183479,Animator
143465,Animator
258669,Musician
258670,Musician
258672,Musician
258671,Audio Engineer
258676,Producer
258679,Musician
176921,Voice Actor
176921,ADR Director
184288,Voice Actor
119591,Voice Actor
138416,Animator
146689,Director
146689,Storyboarder 
120896,Director
120896,Animator
113635,Writer
268276,Translator
218464,Translator
268275,Translator
124660,Mangaka
130103,Mangaka
97703,Mangaka
116439,Mangaka
120096,Animator
156701,Composite Artist
155778,Painter
146345,Designer
142291,Audio Engineer
149388,Producer
128737,Mangaka
118572,Mangaka
124288,Director
111993,Mangaka
118932,Background Artist
127534,Animator
127534,Illustrator
118611,Director
133344,Animator
133345,Animator
133347,Animator
132675,Animator
132091,Animator
132896,Animator
132650,Director
132650,Storyboard Artist
132898,Animator
138094,Director
138094,Storyboard Artist
132791,Producer
146756,Magazine Editor
237669,Producer
142380,Producer
165988,Producer
285992,Translator
251860,Translator
132692,Animator
132677,Animator
208870,Animator
133306,Animator
132674,Animator
132690,Animator
118860,Mangaka
121582,Writer
148573,Producer
131007,Animator
170397,Background Artist
119119,Scriptwriter
125144,Director
125144,Storyboarder 
133844,Animator
107845,Animator
141676,Scriptwriter
141678,Storyboard Artist
134977,Animator
134977,Director
140275,Animator
135999,Animator
157535,Animator
198423,Background Artist
119734,Mangaka
128242,Director
128242,Animator
165661,Animator
102512,Voice Actor
106864,Voice Actor
106864,Vocalist
95098,Voice Actor
119185,Voice Actor
109879,Voice Actor
104876,Voice Actor
185372,Audio Engineer
105073,Voice Actor
100671,Mangaka
112271,Mangaka
106257,Mangaka
102605,Mangaka
113223,Mangaka
122150,Mangaka
129063,Mangaka
119228,Mangaka
121821,Voice Actor
121821,Vocalist
101611,Voice Actor
95064,Voice Actor
119410,Mangaka
96967,Scriptwriter
130463,Animator
129976,Painter
104311,Director
104311,Editor
121796,Composer
119976,Band
107596,Composer
107596,Arranger
107596,Producer
219903,Lyricist
219903,Arranger
120017,Animator
131144,Animator
141571,Animator
118418,Director
118418,Animator
146069,Background Artist
146069,Animator
140203,Director
140203,Animator
121798,Scriptwriter
95655,Voice Actor
95655,Vocalist
122859,Director
122859,Animator
269477,Translator
267598,Translator
245491,Translator
130096,Mangaka
118087,Mangaka
139908,Mangaka
159642,Producer
161857,Producer
161859,Producer
131690,Animator
148067,Animator
131505,Animator
131504,Animator
285138,Composer
122198,Illustrator
140048,Director
140049,Composer
140049,Arranger
164060,Animator
108997,Vocalist
108997,Lyricist
222832,Background Artist
211006,Painter
186545,Animator
214600,Translator
126735,Animator
126735,Designer
147829,Background Artist
103507,Background Artist
147828,CG Artist
138510,Director
136214,Director
136214,Storyboarder 
134799,Director
134799,Storyboard Artist
151106,Production Manager
219610,Translator
225684,Translator
125080,Mangaka
256370,Touch-up Artist
256371,Letterer
184262,Mangaka
280269,Translator
282719,Translator
167598,Mangaka
257544,Magazine Editor
282345,Mangaka
121130,Mangaka
230885,Translator
220278,Translator
297385,Translator
119118,Mangaka
216878,Mangaka
236838,Translator
231592,Translator
280914,Mangaka
145471,Writer
146805,Director
144651,Scriptwriter
105543,Animator
103213,Musician
162680,Animator
128764,Animator
167507,Animator
148294,Animator
182878,Animator
149967,Animator
243444,Animator
238530,Animator
124557,Mangaka
97521,Mangaka
266183,Letterer
266182,Letterer
121585,Composer
121585,Arranger
121585,Producer
188100,Band
265002,Band
148363,Background Artist
147322,Background Artist
147033,Composite Artist
131245,Animator
114313,Musician
114313,Producer
152637,Producer
204588,Writer
98636,Mangaka
267517,Translator
219619,Translator
179652,Translator
179652,Writer
244884,Translator
257049,Translator
267701,Translator
278352,Translator
136054,Animator
132647,Director
132647,Storyboard Artist
131950,Animator
168808,Painter
196843,CG Artist
272967,Musician
272967,Composer
272967,Arranger
112601,Animator
112601,Illustrator
194215,Designer
194215,Animator
132093,Animator
183521,Background Artist
198702,Designer
101369,Director
101369,Storyboarder 
105145,Illustrator
106845,Director
106845,Storyboarder
107130,Composer
119169,Scriptwriter
119689,Photographer
119690,Producer
111015,Producer
223233,Voice Actor
110229,Animator
142313,Animator
159856,Producer
142612,Editor
103946,Vocalist
103946,Lyricist
132807,Director
132807,Animator
232128,Animator
232133,Background Artist
232130,Producer
232131,Painter
116793,Mangaka
119404,Mangaka
119404,Artist
216087,Translator
237560,Translator
118484,Animator
120026,Composer
146424,Vocalist
142297,Producer
143362,Producer
134881,Director
134881,Storyboarder 
142861,Animator
118485,Animator
102528,Animator
121740,Animator
136915,Animator
146746,Producer
231772,Illustrator
232388,Scriptwriter
142290,Producer
142373,Producer
146498,Designer
232396,Scriptwriter
224824,Background Artist
188032,Producer
232129,Producer
120910,Mangaka
120910,Illustrator
118607,Director
118607,Animator
121820,Animator
189427,Voice Actor
256067,Producer
119195,Mangaka
121598,Mangaka
121598,Illustrator
132176,Writer
132176,Scriptwriter
101074,Vocalist
124259,Mangaka
98685,Mangaka
120822,Character Designer
120822,Animator
122997,Scriptwriter
95891,Voice Actor
100932,Director
100932,Storyboarder
101309,Musician
101309,Composer
98421,Mangaka
95032,Voice Actor
95032,Vocalist
106008,Illustrator
111501,Animator
111501,Designer
107433,Mangaka
275236,Translator
243286,Translator
121386,Mangaka
225342,Translator
124321,Animator
156157,Animator
145837,Composer
246260,Animator
145838,Photographer
119301,Illustrator
119301,Mangaka
97665,Mangaka
99452,Mangaka
108477,Mangaka
100676,Mangaka
123458,Mangaka
119444,Mangaka
126983,Mangaka
100024,Mangaka
105687,Mangaka
105687,Illustrator
105812,Mangaka
105812,Writer
104064,Mangaka
105523,Mangaka
122043,Mangaka
100480,Mangaka
106323,Mangaka
119085,Mangaka
119085,Illustrator
225317,Letterer
120013,Director
120013,Animator
104452,Animator
142881,Animator
142881,Designer
150125,Animator
103256,Mangaka
122484,Mangaka
104111,Mangaka
125537,Mangaka
164950,Mangaka
124203,Mangaka
124203,Illustrator
118751,Mangaka
134406,Mangaka
134406,Illustrator
104683,Mangaka
104683,Illustrator
106466,Writer
112785,Illustrator
114916,Animator
208004,Animator
130365,Animator
169260,Animator
161790,Animator
136900,Animator
210188,Animator
207985,Background Artist
147332,Painter
175045,Animator
167102,Painter
146737,Background Artist
221012,Background Artist
175976,Background Artist
117203,ADR Director
160034,Composer
160034,Arranger
160034,Producer
121844,Scriptwriter
119753,Composer
114501,Mangaka
114501,Illustrator
106294,Mangaka
112893,Mangaka
112893,Illustrator
114345,Animator
125201,Animator
128820,Director
128820,Storyboard Artist
128822,Animator
128821,Director
128821,Storyboard Artist
128823,Director
128823,Storyboard Artist
135524,Animator
135524,Character Designer
129979,Animator
128831,CG Artist
128831,Photographer
140623,Animator
134072,Mangaka
231396,Mangaka
111805,Illustrator
111805,Mangaka
130353,Animator
130361,Animator
140137,Animator
146738,Producer
153717,Animator
117709,Mangaka
275430,Translator
145936,Director
145936,Storyboard Artist
124482,Animator
153228,Animator
142487,Designer
142487,Background Artist
134153,Animator
159212,Musician
152360,Mangaka
193469,Mangaka
119432,Mangaka
107355,Mangaka
107355,Illustrator
117673,Mangaka
121141,Illustrator
112425,Mangaka
119419,Illustrator
106251,Mangaka
254958,Artist
172545,Writer
97373,Writer
97374,Illustrator
207101,Producer
103615,Writer
136757,Animator
145473,Animator
104034,Animator
104034,Illustrator
104034,Composer
195500,Animator
132783,Editor
152967,Animator
203722,Casting Director
128828,Producer
95184,Voice Actor
97914,Illustrator
97914,Character Designer
106185,Director
106185,Animator
254789,Illustrator
115150,Mangaka
108783,Mangaka
112173,Illustrator
98497,Mangaka
104699,Mangaka
106221,Mangaka
117711,Illustrator
117711,Mangaka
145382,Mangaka
106054,Writer
101472,Mangaka
101845,Mangaka
102456,Illustrator
102456,Character Designer
103214,Mangaka
103195,Mangaka
106166,Mangaka
107233,Mangaka
108563,Mangaka
108833,Mangaka
109165,Mangaka
112275,Mangaka
112495,Mangaka
112871,Mangaka
96762,Voice Actor
222000,Translator
112059,Mangaka
112059,Artist
112059,Musician
107501,Illustrator
130220,Illustrator
130220,Mangaka
113819,Illustrator
114844,Illustrator
103570,Illustrator
110525,Writer
114107,Mangaka
114107,Illustrator
113197,Writer
107969,Writer
108871,Illustrator
106437,Writer
147123,Illustrator
107006,Illustrator
107006,Mangaka
116099,Illustrator
109799,Illustrator
188309,Writer
99212,Mangaka
99212,Illustrator
110613,Writer
120054,Background Artist
120055,Animator
120056,Vocalist
129868,Animator
128759,Animator
118682,Scriptwriter
166898,Animator
216317,Painter
146327,CG Artist
187712,Animator
146326,Composite Artist
224582,Casting Director
224430,Translator
123071,Mangaka
123071,Illustrator
110591,Mangaka
104057,Mangaka
123467,Illustrator
98081,Mangaka
241757,Mangaka
190552,Vocalist
203881,Producer
150164,Animator
156748,Producer
105438,Painter
216161,Musician
141661,Mangaka
141661,Illustrator
152394,Mangaka
101447,Vocalist
101739,Animator
101739,Illustrator
98595,Writer
211860,Composer
211860,Arranger
149565,Director
149565,Storyboard Artist
225330,Translator
225430,Translator
160910,Mangaka
227611,Letterer
296254,Translator
162349,Producer
145260,Background Artist
242854,Voice Actor
242854,Translator
101201,Band
125103,Animator
218585,Translator
219479,Translator
219480,Translator
219485,Translator
114533,Mangaka
140037,Mangaka
231831,Mangaka
234745,Mangaka
234745,Assistant
242266,Translator
275237,Translator
281653,Translator
305566,Translator
175792,Composer
180534,Game Designer
135165,Animator
135165,Character Designer
136748,Animator
287361,Vocalist
287361,Lyricist
287361,Musician
285869,Translator
181976,Voice Actor
234874,Production Assistant
210229,Animator
134372,Animator
167418,Animator
129871,Animator
101783,Animator
205314,Animator
156165,Animator
175322,Animator
130395,Animator
216368,Animator
229270,Animator
185351,Animator
276173,Animator
96117,Director
100065,Musician
106443,Animator
106443,Character Designer
109461,Producer
109461,ADR Director
130916,Animator
121406,Mangaka
100115,Director
100115,Storyboard Artist
100115,Animator
123961,Mangaka
123961,Animator
144743,Background Artist
286742,Translator
144218,Mangaka
144218,Illustrator
109915,Scriptwriter
109915,Writer
154789,Producer
136754,Animator
169960,Animator
169960,Designer
199887,Artist
199887,Mangaka
199887,Animator
166760,Composite Artist
287507,CG Artist
159230,Audio Engineer
290662,Illustrator
290661,Illustrator
290663,Illustrator
290664,Illustrator
290665,Illustrator
259143,Mangaka
175546,Mangaka
126557,Mangaka
274880,Mangaka
137157,Mangaka
290666,Mangaka
212376,Illustrator
290667,Mangaka
146276,CG Artist
146734,Editor
107711,Voice Actor
112777,Voice Actor
245301,Voice Actor
124907,Voice Actor
259170,Musician
259171,Lyricist
259171,Composer
130995,Animator
130995,Director
103461,Director
103461,Storyboarder 
152936,Animator
152936,Designer
153130,Animator
133161,Animator
158451,Illustrator
119414,Arranger
119414,Composer
133409,Composite Artist
138501,Producer
138500,Producer
147288,Producer
224445,Translator
96939,Mangaka
102674,Animator
102674,Designer
104690,Composer
106066,Director
106066,Animator
107509,Animator
107509,Designer
242249,Translator
98504,Mangaka
97355,Mangaka
107266,Mangaka
107266,Illustrator
104000,Mangaka
105069,Mangaka
99032,Mangaka
100211,Mangaka
110753,Mangaka
95254,Voice Actor
96047,Voice Actor
152187,Animator
128837,Animator
120033,Background Artist
142606,Sound Director
119413,Director
119413,Storyboarder 
132450,Band
103348,Vocalist
103348,Voice Actor
194029,Voice Actor
197594,Voice Actor
256281,Producer
162259,Vocalist
124946,Vocalist
124946,Voice Actor
192710,Voice Actor
199393,Voice Actor
262203,Translator
152615,Translator
144580,Composite Artist
148577,Art Director
128879,Animator
128879,Designer
196319,Painter
237963,Animator
226083,Translator
225051,Translator
277602,Translator
132396,Animator
116607,Producer
97913,Writer
101655,Director
109637,Vocalist
109637,Lyricist
142247,Producer
98093,Mangaka
155302,Painter
104354,Painter
103094,Background Artist
210165,Production Manager
118416,Mechanical Designer
106521,Voice Actor
119917,Mangaka
230866,Translator
183882,Mangaka
256023,Mangaka
256027,Mangaka
260309,Translator
218855,Translator
289759,Translator
297698,Translator
301278,Mangaka
136053,Animator
136053,Designer
119254,Composer
136211,Director
136211,Storyboard Artist
190880,Producer
215306,Production Manager
120024,Animator
142268,Animator
155793,Animator
132682,Animator
183293,Animator
287793,Musician
132127,Director
132127,Animator
197284,Illustrator
197284,Designer
154012,Animator
157769,Animator
173473,Animator
173473,Production Manager
173473,Painter
206846,Animator
204779,Animator
239779,Animator
259120,Animator
257423,Animator
256492,Animator
197227,Background Artist
270741,Background Artist
241690,Background Artist
171908,Audio Engineer
100779,Writer
136311,Illustrator
279325,Animator
271926,Animator
257089,Editor
205359,Animator
239583,Animator
205360,Animator
170315,Band
170316,Vocalist
170316,Lyricist
170316,Composer
170323,Musician
170323,Producer
170317,Musician
182305,Musician
163836,Musician
170321,Audio Engineer
170322,Audio Engineer
180587,Audio Engineer
237555,Musician
237555,Lyricist
237555,Vocalist
272996,Animator
291816,Musician
291817,Musician
121257,Mangaka
261377,Touch-up Artist
261377,Letterer
267609,Translator
122982,Mangaka
221089,Translator
221979,Translator
221979,Writer
221980,Translator
221981,Translator
221981,Journalist
275231,Translator
101748,Mangaka
100750,Composer
100750,Musician
191800,Animator
191802,Animator
170281,Painter
220149,Background Artist
155331,Director
155331,CG Artist
116937,Voice Actor
254243,ADR Director
290091,Translator
121178,CG Artist
121182,Animator
134120,Background Artist
120045,Animator
126805,Band
107384,Editor
201845,Writer
236233,CG Artist
213756,Designer
97809,Mangaka
144380,Animator
147330,Animator
160966,Animator
131102,Vocalist
180915,Vocalist
100029,Voice Actor
287932,Translator
147800,Producer
121515,Voice Actor
121515,Vocalist
105511,Scriptwriter
160967,Designer
157507,Composite Artist
121140,Writer
119838,Animator
119838,Designer
174062,Band
151060,CG Artist
208443,Background Artist
138087,Animator
216744,Translator
217851,Producer
217852,Producer
299245,Editor
246697,Band
118525,Animator
165232,Animator
146030,Animation Director
155842,Animator
251486,Illustrator
152933,Mangaka
146359,Illustrator
151405,Mangaka
264019,Mangaka
191444,Mangaka
262030,Mangaka
114677,Mangaka
263203,Mangaka
131425,Mangaka
264020,Mangaka
264021,Mangaka
304766,Illustrator
304766,Mangaka
104922,Director
104922,Scriptwriter
102031,Director
102031,Animator
102031,Designer
113975,Voice Actor
97334,Scriptwriter
98463,Mangaka
98177,Mangaka
98177,Designer
98177,Animator
118789,Animator
95658,Voice Actor
97347,Scriptwriter
97347,Musician
102754,Illustrator
104675,Producer
106352,Animator
107193,Band
128222,Painter
155345,Producer
152627,Producer
165201,Producer
151935,Animator
153557,Composite Artist
128663,Art Director
128663,Background Artist
182538,CG Artist
182539,Arranger
148729,Mangaka
118734,Mangaka
114101,Mangaka
118430,Photographer
155240,Animator
223096,Producer
248070,Animator
157534,Animator
142089,Animator
134151,Animator
233975,CG Artist
97256,Illustrator
111991,Illustrator
272298,Illustrator
106159,Illustrator
151057,Illustrator
100672,Illustrator
115146,Illustrator
279258,Illustrator
312749,Editor
119876,Animator
119876,Director
119877,Storyboard Artist
119878,Animator
131500,Animator
106986,Musician
106986,Voice Actor
100347,Composer
146253,Designer
126801,Writer
126801,Scriptwriter
196751,Animator
224823,Painter
118255,Illustrator
108057,Mangaka
108057,Illustrator
98493,Illustrator
103981,Mangaka
102498,Director
102498,Storyboarder 
103158,Painter
105436,Scriptwriter
105436,Producer
102724,Animator
102724,Character Designer
103080,Animator
103080,Character Designer
103081,Background Artist
103085,Producer
103087,Animator
103089,Animator
103091,Background Artist
103091,Art Director
97565,Mangaka
110239,Writer
119827,Painter
119828,Composite Artist
109271,Scriptwriter
108133,Illustrator
111587,Animator
111587,Illustrator
133646,Producer
147821,Producer
100243,Vocalist
100243,Composer
100243,Lyricist
149955,Animator
103097,Painter
100203,Musician
115639,CG Artist
101071,Band
100963,Animator
100963,Designer
164329,Editor
111903,Mangaka
97884,Mangaka
180710,Mangaka
165130,Mangaka
268659,Mangaka
99410,Mangaka
98804,Mangaka
163286,Producer
103092,Producer
97749,Musician
102418,Vocalist
