media_id,status,amount
144916,DROPPED,12
144916,PAUSED,2
141907,CURRENT,65
141907,PLANNING,1505
141907,COMPLETED,424
141907,DROPPED,20
141907,PAUSED,21
87135,CURRENT,29
87135,PLANNING,375
87135,COMPLETED,70
87135,DROPPED,11
87135,PAUSED,14
164241,CURRENT,7
164241,PLANNING,473
164241,COMPLETED,2
164241,DROPPED,10
164241,PAUSED,4
99827,CURRENT,6
99827,PLANNING,95
99827,COMPLETED,26
99827,DROPPED,2
99827,PAUSED,1
133849,CURRENT,22
133849,PLANNING,243
133849,COMPLETED,603
133849,DROPPED,16
133849,PAUSED,10
160829,CURRENT,64
160829,PLANNING,761
160829,COMPLETED,273
160829,DROPPED,25
160829,PAUSED,18
101125,CURRENT,578
101125,PLANNING,2676
101125,COMPLETED,2256
101125,DROPPED,1226
101125,PAUSED,338
16700,CURRENT,209
16700,PLANNING,4114
16700,COMPLETED,9960
16700,DROPPED,85
16700,PAUSED,144
2899,CURRENT,145
2899,PLANNING,2708
2899,COMPLETED,10877
2899,DROPPED,73
2899,PAUSED,95
97922,CURRENT,5088
97922,PLANNING,43252
97922,COMPLETED,73735
97922,DROPPED,4599
97922,PAUSED,3201
85226,CURRENT,1399
85226,PLANNING,8348
85226,COMPLETED,8353
85226,DROPPED,498
85226,PAUSED,560
97766,CURRENT,4403
97766,PLANNING,25559
97766,COMPLETED,90224
97766,DROPPED,6058
97766,PAUSED,2592
98786,CURRENT,600
98786,PLANNING,1185
98786,COMPLETED,222
98786,DROPPED,99
98786,PAUSED,111
94309,CURRENT,210
94309,PLANNING,1217
94309,COMPLETED,150
94309,DROPPED,45
94309,PAUSED,61
777,CURRENT,6601
777,PLANNING,38579
777,COMPLETED,69292
777,DROPPED,3451
777,PAUSED,5933
30267,CURRENT,1733
30267,PLANNING,8333
30267,COMPLETED,6705
30267,DROPPED,419
30267,PAUSED,767
39760,CURRENT,8
39760,PLANNING,188
39760,COMPLETED,412
39760,DROPPED,5
39760,PAUSED,5
270,CURRENT,4012
270,PLANNING,32724
270,COMPLETED,51739
270,DROPPED,2915
270,PAUSED,2621
30751,CURRENT,116
30751,PLANNING,740
30751,COMPLETED,888
30751,DROPPED,19
30751,PAUSED,74
11077,CURRENT,344
11077,PLANNING,6346
11077,COMPLETED,10424
11077,DROPPED,95
11077,PAUSED,194
21123,CURRENT,3730
21123,PLANNING,31182
21123,COMPLETED,52246
21123,DROPPED,3743
21123,PAUSED,2719
97988,CURRENT,351
97988,PLANNING,6397
97988,COMPLETED,7656
97988,DROPPED,113
97988,PAUSED,243
43801,CURRENT,3364
43801,PLANNING,4652
43801,COMPLETED,148
43801,DROPPED,400
43801,PAUSED,934
122922,CURRENT,58
122922,PLANNING,923
122922,COMPLETED,2111
122922,DROPPED,28
122922,PAUSED,35
16932,CURRENT,69
16932,PLANNING,920
16932,COMPLETED,1726
16932,DROPPED,29
16932,PAUSED,16
14345,CURRENT,3010
14345,PLANNING,27942
14345,COMPLETED,87020
14345,DROPPED,3662
14345,PAUSED,1987
50593,CURRENT,3890
50593,PLANNING,5909
50593,COMPLETED,4187
50593,DROPPED,1062
50593,PAUSED,1444
117653,CURRENT,41
117653,PLANNING,327
117653,COMPLETED,36
117653,DROPPED,9
117653,PAUSED,7
21131,CURRENT,3791
21131,PLANNING,18043
21131,COMPLETED,85543
21131,DROPPED,4521
21131,PAUSED,1716
78369,CURRENT,434
78369,PLANNING,911
78369,COMPLETED,631
78369,DROPPED,92
78369,PAUSED,93
120434,CURRENT,15
120434,PLANNING,65
120434,COMPLETED,15
120434,DROPPED,4
120434,PAUSED,1
97106,CURRENT,8
97106,PLANNING,57
97106,COMPLETED,17
97106,DROPPED,6
97106,PAUSED,0
81459,CURRENT,445
81459,PLANNING,1051
81459,COMPLETED,180
81459,DROPPED,80
81459,PAUSED,109
21390,CURRENT,2373
21390,PLANNING,9043
21390,COMPLETED,63415
21390,DROPPED,1570
21390,PAUSED,1115
17729,CURRENT,4054
17729,PLANNING,28311
17729,COMPLETED,67750
17729,DROPPED,3675
17729,PAUSED,2485
128873,CURRENT,5
128873,PLANNING,51
128873,COMPLETED,11
128873,DROPPED,3
128873,PAUSED,1
54356,CURRENT,6
54356,PLANNING,79
54356,COMPLETED,21
54356,DROPPED,2
54356,PAUSED,2
21010,CURRENT,425
21010,PLANNING,2941
21010,COMPLETED,13548
21010,DROPPED,154
21010,PAUSED,203
79051,CURRENT,184
79051,PLANNING,563
79051,COMPLETED,169
79051,DROPPED,32
79051,PAUSED,50
86542,CURRENT,71
86542,PLANNING,207
86542,COMPLETED,74
86542,DROPPED,13
86542,PAUSED,18
21005,CURRENT,835
21005,PLANNING,8116
21005,COMPLETED,38088
21005,DROPPED,180
21005,PAUSED,210
21312,CURRENT,186
21312,PLANNING,1958
21312,COMPLETED,9430
21312,DROPPED,53
21312,PAUSED,67
86540,CURRENT,25
86540,PLANNING,266
86540,COMPLETED,100
86540,DROPPED,6
86540,PAUSED,5
21006,CURRENT,2132
21006,PLANNING,14798
21006,COMPLETED,48909
21006,DROPPED,903
21006,PAUSED,1096
86541,CURRENT,22
86541,PLANNING,282
86541,COMPLETED,119
86541,DROPPED,6
86541,PAUSED,7
99470,CURRENT,637
99470,PLANNING,11471
99470,COMPLETED,6342
99470,DROPPED,288
99470,PAUSED,339
120892,CURRENT,263
120892,PLANNING,4632
120892,COMPLETED,2275
120892,DROPPED,65
120892,PAUSED,102
145740,CURRENT,31
145740,PLANNING,2187
145740,COMPLETED,41
145740,DROPPED,14
145740,PAUSED,16
21415,CURRENT,287
21415,PLANNING,2421
21415,COMPLETED,10060
21415,DROPPED,73
21415,PAUSED,104
11759,CURRENT,3570
11759,PLANNING,21298
11759,COMPLETED,66940
11759,DROPPED,6993
11759,PAUSED,3136
53116,CURRENT,540
53116,PLANNING,1117
53116,COMPLETED,62
53116,DROPPED,121
53116,PAUSED,188
52993,CURRENT,406
52993,PLANNING,772
52993,COMPLETED,552
52993,DROPPED,162
52993,PAUSED,154
65315,CURRENT,160
65315,PLANNING,217
65315,COMPLETED,60
65315,DROPPED,34
65315,PAUSED,47
13859,CURRENT,81
13859,PLANNING,1533
13859,COMPLETED,4846
13859,DROPPED,187
13859,PAUSED,114
71867,CURRENT,44
71867,PLANNING,109
71867,COMPLETED,38
71867,DROPPED,4
71867,PAUSED,12
21404,CURRENT,345
21404,PLANNING,5010
21404,COMPLETED,9485
21404,DROPPED,159
21404,PAUSED,146
13939,CURRENT,328
13939,PLANNING,3583
13939,COMPLETED,16199
13939,DROPPED,189
13939,PAUSED,228
94447,CURRENT,17
94447,PLANNING,127
94447,COMPLETED,49
94447,DROPPED,3
94447,PAUSED,0
81023,CURRENT,501
81023,PLANNING,722
81023,COMPLETED,461
81023,DROPPED,127
81023,PAUSED,119
8841,CURRENT,2581
8841,PLANNING,18965
8841,COMPLETED,60788
8841,DROPPED,3194
8841,PAUSED,2021
10209,CURRENT,347
10209,PLANNING,3265
10209,COMPLETED,17962
10209,DROPPED,183
10209,PAUSED,319
53067,CURRENT,95
53067,PLANNING,584
53067,COMPLETED,151
53067,DROPPED,43
53067,PAUSED,28
95397,CURRENT,12
95397,PLANNING,96
95397,COMPLETED,32
95397,DROPPED,5
95397,PAUSED,1
10790,CURRENT,1247
10790,PLANNING,7999
10790,COMPLETED,41430
10790,DROPPED,890
10790,PAUSED,878
15437,CURRENT,239
15437,PLANNING,2929
15437,COMPLETED,14672
15437,DROPPED,76
15437,PAUSED,86
51410,CURRENT,255
51410,PLANNING,601
51410,COMPLETED,277
51410,DROPPED,76
51410,PAUSED,104
8425,CURRENT,3731
8425,PLANNING,35266
8425,COMPLETED,38858
8425,DROPPED,3435
8425,PAUSED,3898
36248,CURRENT,120
36248,PLANNING,657
36248,COMPLETED,324
36248,DROPPED,51
36248,PAUSED,49
31313,CURRENT,90
31313,PLANNING,980
31313,COMPLETED,196
31313,DROPPED,31
31313,PAUSED,39
74269,CURRENT,12
74269,PLANNING,143
74269,COMPLETED,40
74269,DROPPED,4
74269,PAUSED,5
75017,CURRENT,31
75017,PLANNING,134
75017,COMPLETED,45
75017,DROPPED,8
75017,PAUSED,13
104722,CURRENT,5290
104722,PLANNING,18134
104722,COMPLETED,46832
104722,DROPPED,9516
104722,PAUSED,2382
99350,CURRENT,161
99350,PLANNING,551
99350,COMPLETED,18
99350,DROPPED,46
99350,PAUSED,28
99351,CURRENT,2197
99351,PLANNING,1143
99351,COMPLETED,121
99351,DROPPED,442
99351,PAUSED,246
20541,CURRENT,3258
20541,PLANNING,24469
20541,COMPLETED,45854
20541,DROPPED,4408
20541,PAUSED,2923
21793,CURRENT,102
21793,PLANNING,2657
21793,COMPLETED,1596
21793,DROPPED,45
21793,PAUSED,64
69625,CURRENT,1892
69625,PLANNING,3763
69625,COMPLETED,1489
69625,DROPPED,528
69625,PAUSED,899
72867,CURRENT,387
72867,PLANNING,1845
72867,COMPLETED,467
72867,DROPPED,103
72867,PAUSED,208
126825,CURRENT,6
126825,PLANNING,50
126825,COMPLETED,46
126825,DROPPED,2
126825,PAUSED,0
126827,CURRENT,4
126827,PLANNING,57
126827,COMPLETED,38
126827,DROPPED,2
126827,PAUSED,0
93084,CURRENT,7
93084,PLANNING,92
93084,COMPLETED,70
93084,DROPPED,3
93084,PAUSED,2
92982,CURRENT,7
92982,PLANNING,79
92982,COMPLETED,41
92982,DROPPED,2
92982,PAUSED,1
126826,CURRENT,1
126826,PLANNING,53
126826,COMPLETED,19
126826,DROPPED,2
126826,PAUSED,0
93103,CURRENT,4
93103,PLANNING,77
93103,COMPLETED,38
93103,DROPPED,2
93103,PAUSED,1
93470,CURRENT,6
93470,PLANNING,77
93470,COMPLETED,45
93470,DROPPED,2
93470,PAUSED,0
94651,CURRENT,5
94651,PLANNING,61
94651,COMPLETED,30
94651,DROPPED,2
94651,PAUSED,0
73539,CURRENT,4
73539,PLANNING,86
73539,COMPLETED,162
73539,DROPPED,2
73539,PAUSED,0
102504,CURRENT,23
102504,PLANNING,472
102504,COMPLETED,1034
102504,DROPPED,25
102504,PAUSED,21
102734,CURRENT,31
102734,PLANNING,495
102734,COMPLETED,1518
102734,DROPPED,24
102734,PAUSED,17
102621,CURRENT,66
102621,PLANNING,818
102621,COMPLETED,2024
102621,DROPPED,38
102621,PAUSED,31
102828,CURRENT,15
102828,PLANNING,207
102828,COMPLETED,768
102828,DROPPED,15
102828,PAUSED,9
130787,CURRENT,6
130787,PLANNING,401
130787,COMPLETED,2
130787,DROPPED,2
130787,PAUSED,0
102470,CURRENT,9
102470,PLANNING,173
102470,COMPLETED,1678
102470,DROPPED,11
102470,PAUSED,7
87497,CURRENT,87
87497,PLANNING,7275
87497,COMPLETED,50
87497,DROPPED,15
87497,PAUSED,19
100717,CURRENT,15
100717,PLANNING,223
100717,COMPLETED,1159
100717,DROPPED,11
100717,PAUSED,7
133136,CURRENT,3
133136,PLANNING,77
133136,COMPLETED,264
133136,DROPPED,6
133136,PAUSED,1
100718,CURRENT,28
100718,PLANNING,305
100718,COMPLETED,1188
100718,DROPPED,12
100718,PAUSED,11
130252,CURRENT,6
130252,PLANNING,71
130252,COMPLETED,306
130252,DROPPED,4
130252,PAUSED,3
102453,CURRENT,13
102453,PLANNING,253
102453,COMPLETED,1334
102453,DROPPED,13
102453,PAUSED,5
107671,CURRENT,17
107671,PLANNING,268
107671,COMPLETED,1347
107671,DROPPED,17
107671,PAUSED,4
15225,CURRENT,2502
15225,PLANNING,18300
15225,COMPLETED,49958
15225,DROPPED,2508
15225,PAUSED,1860
20608,CURRENT,232
20608,PLANNING,2221
20608,COMPLETED,4672
20608,DROPPED,81
20608,PAUSED,96
55876,CURRENT,146
55876,PLANNING,709
55876,COMPLETED,117
55876,DROPPED,36
55876,PAUSED,39
91764,CURRENT,54
91764,PLANNING,161
91764,COMPLETED,94
91764,DROPPED,4
91764,PAUSED,1
55679,CURRENT,766
55679,PLANNING,1106
55679,COMPLETED,629
55679,DROPPED,258
55679,PAUSED,263
11013,CURRENT,2545
11013,PLANNING,23822
11013,COMPLETED,43027
11013,DROPPED,3115
11013,PAUSED,2461
13403,CURRENT,180
13403,PLANNING,2941
13403,COMPLETED,12371
13403,DROPPED,68
13403,PAUSED,89
47207,CURRENT,749
47207,PLANNING,2667
47207,COMPLETED,1848
47207,DROPPED,261
47207,PAUSED,337
107588,CURRENT,5
107588,PLANNING,95
107588,COMPLETED,35
107588,DROPPED,2
107588,PAUSED,1
355,CURRENT,2848
355,PLANNING,23652
355,COMPLETED,41123
355,DROPPED,3404
355,PAUSED,2793
2787,CURRENT,1097
2787,PLANNING,7852
2787,COMPLETED,29678
2787,DROPPED,924
2787,PAUSED,942
6572,CURRENT,320
6572,PLANNING,3409
6572,COMPLETED,10116
6572,DROPPED,209
6572,PAUSED,264
33074,CURRENT,114
33074,PLANNING,885
33074,COMPLETED,254
33074,DROPPED,50
33074,PAUSED,82
41608,CURRENT,25
41608,PLANNING,140
41608,COMPLETED,42
41608,DROPPED,5
41608,PAUSED,9
30783,CURRENT,204
30783,PLANNING,671
30783,COMPLETED,433
30783,DROPPED,109
30783,PAUSED,130
118673,CURRENT,4
118673,PLANNING,56
118673,COMPLETED,21
118673,DROPPED,4
118673,PAUSED,1
92497,CURRENT,2
92497,PLANNING,48
92497,COMPLETED,22
92497,DROPPED,3
92497,PAUSED,2
6773,CURRENT,1008
6773,PLANNING,8221
6773,COMPLETED,22965
6773,DROPPED,1047
6773,PAUSED,994
117910,CURRENT,5
117910,PLANNING,65
117910,COMPLETED,10
117910,DROPPED,2
117910,PAUSED,2
1815,CURRENT,186
1815,PLANNING,2590
1815,COMPLETED,6753
1815,DROPPED,85
1815,PAUSED,103
3221,CURRENT,34
3221,PLANNING,886
3221,COMPLETED,2472
3221,DROPPED,42
3221,PAUSED,33
17551,CURRENT,15
17551,PLANNING,548
17551,COMPLETED,714
17551,DROPPED,31
17551,PAUSED,24
14957,CURRENT,26
14957,PLANNING,646
14957,COMPLETED,884
14957,DROPPED,39
14957,PAUSED,28
6330,CURRENT,26
6330,PLANNING,860
6330,COMPLETED,1325
6330,DROPPED,50
6330,PAUSED,43
6628,CURRENT,15
6628,PLANNING,375
6628,COMPLETED,842
6628,DROPPED,21
6628,PAUSED,21
940,CURRENT,307
940,PLANNING,3644
940,COMPLETED,3740
940,DROPPED,465
940,PAUSED,349
52504,CURRENT,6
52504,PLANNING,59
52504,COMPLETED,24
52504,DROPPED,4
52504,PAUSED,1
33117,CURRENT,50
33117,PLANNING,201
33117,COMPLETED,104
33117,DROPPED,24
33117,PAUSED,20
2132,CURRENT,45
2132,PLANNING,685
2132,COMPLETED,1460
2132,DROPPED,31
2132,PAUSED,30
486,CURRENT,2486
486,PLANNING,37480
486,COMPLETED,21113
486,DROPPED,1043
486,PAUSED,1968
1379,CURRENT,201
1379,PLANNING,5073
1379,COMPLETED,7840
1379,DROPPED,57
1379,PAUSED,97
30399,CURRENT,697
30399,PLANNING,3482
30399,COMPLETED,114
30399,DROPPED,62
30399,PAUSED,308
3466,CURRENT,117
3466,PLANNING,2667
3466,COMPLETED,6797
3466,DROPPED,52
3466,PAUSED,69
41263,CURRENT,21
41263,PLANNING,166
41263,COMPLETED,3
41263,DROPPED,10
41263,PAUSED,12
84723,CURRENT,7
84723,PLANNING,108
84723,COMPLETED,9
84723,DROPPED,3
84723,PAUSED,0
98448,CURRENT,2149
98448,PLANNING,13966
98448,COMPLETED,20283
98448,DROPPED,2429
98448,PAUSED,1867
108973,CURRENT,56
108973,PLANNING,966
108973,COMPLETED,299
108973,DROPPED,31
108973,PAUSED,26
100466,CURRENT,129
100466,PLANNING,317
100466,COMPLETED,56
100466,DROPPED,16
100466,PAUSED,36
98489,CURRENT,340
98489,PLANNING,1004
98489,COMPLETED,242
98489,DROPPED,51
98489,PAUSED,122
55952,CURRENT,171
55952,PLANNING,648
55952,COMPLETED,72
55952,DROPPED,27
55952,PAUSED,38
53633,CURRENT,1052
53633,PLANNING,965
53633,COMPLETED,87
53633,DROPPED,238
53633,PAUSED,248
87043,CURRENT,13
87043,PLANNING,80
87043,COMPLETED,12
87043,DROPPED,3
87043,PAUSED,0
20451,CURRENT,297
20451,PLANNING,1819
20451,COMPLETED,5469
20451,DROPPED,139
20451,PAUSED,246
97682,CURRENT,2390
97682,PLANNING,13275
97682,COMPLETED,32252
97682,DROPPED,2804
97682,PAUSED,1483
93620,CURRENT,274
93620,PLANNING,401
93620,COMPLETED,89
93620,DROPPED,45
93620,PAUSED,49
114429,CURRENT,308
114429,PLANNING,498
114429,COMPLETED,12
114429,DROPPED,30
114429,PAUSED,24
114478,CURRENT,24
114478,PLANNING,201
114478,COMPLETED,12
114478,DROPPED,5
114478,PAUSED,1
86135,CURRENT,114
86135,PLANNING,595
86135,COMPLETED,69
86135,DROPPED,14
86135,PAUSED,28
97138,CURRENT,26
97138,PLANNING,46
97138,COMPLETED,10
97138,DROPPED,3
97138,PAUSED,4
133175,CURRENT,5275
133175,PLANNING,11105
133175,COMPLETED,12971
133175,DROPPED,3453
133175,PAUSED,1283
149099,CURRENT,28
149099,PLANNING,210
149099,COMPLETED,136
149099,DROPPED,23
149099,PAUSED,9
149098,CURRENT,15
149098,PLANNING,128
149098,COMPLETED,91
149098,DROPPED,12
149098,PAUSED,4
145994,CURRENT,32
145994,PLANNING,330
145994,COMPLETED,143
145994,DROPPED,21
145994,PAUSED,11
123330,CURRENT,2059
123330,PLANNING,8329
123330,COMPLETED,8352
123330,DROPPED,398
123330,PAUSED,573
107490,CURRENT,3143
107490,PLANNING,19206
107490,COMPLETED,21573
107490,DROPPED,1786
107490,PAUSED,1480
113302,CURRENT,93
113302,PLANNING,1098
113302,COMPLETED,580
113302,DROPPED,37
113302,PAUSED,31
107462,CURRENT,1803
107462,PLANNING,2177
107462,COMPLETED,28
107462,DROPPED,124
107462,PAUSED,232
161182,CURRENT,21
161182,PLANNING,73
161182,COMPLETED,8
161182,DROPPED,1
161182,PAUSED,3
10568,CURRENT,1441
10568,PLANNING,17557
10568,COMPLETED,19451
10568,DROPPED,1864
10568,PAUSED,1456
54563,CURRENT,96
54563,PLANNING,750
54563,COMPLETED,93
54563,DROPPED,20
54563,PAUSED,32
53779,CURRENT,86
53779,PLANNING,309
53779,COMPLETED,40
53779,DROPPED,18
53779,PAUSED,34
21567,CURRENT,1439
21567,PLANNING,9332
21567,COMPLETED,23786
21567,DROPPED,4571
21567,PAUSED,1137
87298,CURRENT,36
87298,PLANNING,241
87298,COMPLETED,139
87298,DROPPED,15
87298,PAUSED,7
142267,CURRENT,3
142267,PLANNING,22
142267,COMPLETED,5
142267,DROPPED,0
142267,PAUSED,0
21557,CURRENT,1903
21557,PLANNING,14478
21557,COMPLETED,18181
21557,DROPPED,2779
21557,PAUSED,1095
124514,CURRENT,8
124514,PLANNING,83
124514,COMPLETED,12
124514,DROPPED,3
124514,PAUSED,0
97522,CURRENT,13
97522,PLANNING,150
97522,COMPLETED,23
97522,DROPPED,3
97522,PAUSED,1
118566,CURRENT,3
118566,PLANNING,38
118566,COMPLETED,137
118566,DROPPED,4
118566,PAUSED,2
97941,CURRENT,13
97941,PLANNING,124
97941,COMPLETED,12
97941,DROPPED,5
97941,PAUSED,2
96149,CURRENT,10
96149,PLANNING,59
96149,COMPLETED,3
96149,DROPPED,4
96149,PAUSED,1
95446,CURRENT,10
95446,PLANNING,79
95446,COMPLETED,13
95446,DROPPED,3
95446,PAUSED,1
93466,CURRENT,25
93466,PLANNING,291
93466,COMPLETED,100
93466,DROPPED,13
93466,PAUSED,10
16009,CURRENT,1647
16009,PLANNING,12935
16009,COMPLETED,19012
16009,DROPPED,2409
16009,PAUSED,1544
59651,CURRENT,117
59651,PLANNING,354
59651,COMPLETED,217
59651,DROPPED,35
59651,PAUSED,35
66567,CURRENT,45
66567,PLANNING,342
66567,COMPLETED,44
66567,DROPPED,15
66567,PAUSED,17
20423,CURRENT,80
20423,PLANNING,1504
20423,COMPLETED,4863
20423,DROPPED,41
20423,PAUSED,54
97918,CURRENT,857
97918,PLANNING,12195
97918,COMPLETED,21193
97918,DROPPED,149
97918,PAUSED,253
21196,CURRENT,5546
21196,PLANNING,36671
21196,COMPLETED,87030
21196,DROPPED,5420
21196,PAUSED,2935
104517,CURRENT,42
104517,PLANNING,543
104517,COMPLETED,88
104517,DROPPED,14
104517,PAUSED,10
109265,CURRENT,16
109265,PLANNING,165
109265,COMPLETED,45
109265,DROPPED,9
109265,PAUSED,2
97247,CURRENT,13
97247,PLANNING,189
97247,COMPLETED,31
97247,DROPPED,7
97247,PAUSED,2
98662,CURRENT,213
98662,PLANNING,4694
98662,COMPLETED,4552
98662,DROPPED,99
98662,PAUSED,101
98663,CURRENT,214
98663,PLANNING,5104
98663,COMPLETED,5217
98663,DROPPED,109
98663,PAUSED,104
15699,CURRENT,1130
15699,PLANNING,7211
15699,COMPLETED,22965
15699,DROPPED,744
15699,PAUSED,738
20824,CURRENT,310
20824,PLANNING,3056
20824,COMPLETED,8799
20824,DROPPED,62
20824,PAUSED,128
53485,CURRENT,44
53485,PLANNING,391
53485,COMPLETED,84
53485,DROPPED,16
53485,PAUSED,6
70275,CURRENT,64
70275,PLANNING,245
70275,COMPLETED,37
70275,DROPPED,11
70275,PAUSED,17
70277,CURRENT,7
70277,PLANNING,45
70277,COMPLETED,15
70277,DROPPED,2
70277,PAUSED,1
11785,CURRENT,2677
11785,PLANNING,21524
11785,COMPLETED,34065
11785,DROPPED,3225
11785,PAUSED,2175
7596,CURRENT,169
7596,PLANNING,1984
7596,COMPLETED,3976
7596,DROPPED,145
7596,PAUSED,104
9598,CURRENT,133
9598,PLANNING,1943
9598,COMPLETED,3227
9598,DROPPED,199
9598,PAUSED,102
10477,CURRENT,49
10477,PLANNING,796
10477,COMPLETED,1985
10477,DROPPED,40
10477,PAUSED,37
18713,CURRENT,110
18713,PLANNING,1527
18713,COMPLETED,5281
18713,DROPPED,36
18713,PAUSED,71
88147,CURRENT,7
88147,PLANNING,52
88147,COMPLETED,17
88147,DROPPED,2
88147,PAUSED,0
20733,CURRENT,132
20733,PLANNING,1585
20733,COMPLETED,5579
20733,DROPPED,40
20733,PAUSED,68
16157,CURRENT,1279
16157,PLANNING,11086
16157,COMPLETED,15278
16157,DROPPED,2032
16157,PAUSED,1168
80937,CURRENT,20
80937,PLANNING,110
80937,COMPLETED,15
80937,DROPPED,4
80937,PAUSED,0
91115,CURRENT,25
91115,PLANNING,83
91115,COMPLETED,37
91115,DROPPED,6
91115,PAUSED,8
91371,CURRENT,11
91371,PLANNING,76
91371,COMPLETED,29
91371,DROPPED,3
91371,PAUSED,2
72749,CURRENT,29
72749,PLANNING,118
72749,COMPLETED,9
72749,DROPPED,5
72749,PAUSED,5
53207,CURRENT,91
53207,PLANNING,258
53207,COMPLETED,107
53207,DROPPED,13
53207,PAUSED,31
108758,CURRENT,225
108758,PLANNING,1881
108758,COMPLETED,1680
108758,DROPPED,42
108758,PAUSED,106
139806,CURRENT,91
139806,PLANNING,1116
139806,COMPLETED,401
139806,DROPPED,20
139806,PAUSED,14
143766,CURRENT,79
143766,PLANNING,1105
143766,COMPLETED,333
143766,DROPPED,19
143766,PAUSED,10
82007,CURRENT,49
82007,PLANNING,204
82007,COMPLETED,236
82007,DROPPED,10
82007,PAUSED,13
126536,CURRENT,9
126536,PLANNING,35
126536,COMPLETED,19
126536,DROPPED,3
126536,PAUSED,0
20472,CURRENT,129
20472,PLANNING,1954
20472,COMPLETED,5827
20472,DROPPED,59
20472,PAUSED,63
6682,CURRENT,744
6682,PLANNING,6384
6682,COMPLETED,20348
6682,DROPPED,1740
6682,PAUSED,634
49745,CURRENT,68
49745,PLANNING,267
49745,COMPLETED,421
49745,DROPPED,41
49745,PAUSED,19
7739,CURRENT,67
7739,PLANNING,858
7739,COMPLETED,5426
7739,DROPPED,69
7739,PAUSED,43
110465,CURRENT,12
110465,PLANNING,222
110465,COMPLETED,363
110465,DROPPED,38
110465,PAUSED,17
142217,CURRENT,7
142217,PLANNING,86
142217,COMPLETED,392
142217,DROPPED,6
142217,PAUSED,4
146316,CURRENT,12
146316,PLANNING,124
146316,COMPLETED,559
146316,DROPPED,8
146316,PAUSED,4
113051,CURRENT,313
113051,PLANNING,2049
113051,COMPLETED,1323
113051,DROPPED,315
113051,PAUSED,173
131970,CURRENT,7
131970,PLANNING,57
131970,COMPLETED,142
131970,DROPPED,5
131970,PAUSED,3
142019,CURRENT,3
142019,PLANNING,50
142019,COMPLETED,96
142019,DROPPED,5
142019,PAUSED,1
122181,CURRENT,9
122181,PLANNING,63
122181,COMPLETED,17
122181,DROPPED,6
122181,PAUSED,0
119272,CURRENT,2
119272,PLANNING,38
119272,COMPLETED,4
119272,DROPPED,5
119272,PAUSED,1
115781,CURRENT,42
115781,PLANNING,31
115781,COMPLETED,8
115781,DROPPED,4
115781,PAUSED,7
116044,CURRENT,7
116044,PLANNING,137
116044,COMPLETED,180
116044,DROPPED,7
116044,PAUSED,2
128344,CURRENT,60
128344,PLANNING,1196
128344,COMPLETED,27
128344,DROPPED,38
128344,PAUSED,13
169850,CURRENT,1
169850,PLANNING,25
169850,COMPLETED,3
169850,DROPPED,0
169850,PAUSED,0
116060,CURRENT,4
116060,PLANNING,52
116060,COMPLETED,139
116060,DROPPED,7
116060,PAUSED,1
154974,CURRENT,9
154974,PLANNING,142
154974,COMPLETED,25
154974,DROPPED,9
154974,PAUSED,6
98847,CURRENT,146
98847,PLANNING,934
98847,COMPLETED,3802
98847,DROPPED,48
98847,PAUSED,54
102823,CURRENT,30
102823,PLANNING,171
102823,COMPLETED,818
102823,DROPPED,21
102823,PAUSED,11
102825,CURRENT,39
102825,PLANNING,180
102825,COMPLETED,1188
102825,DROPPED,21
102825,PAUSED,7
135605,CURRENT,4
135605,PLANNING,43
135605,COMPLETED,215
135605,DROPPED,7
135605,PAUSED,5
102714,CURRENT,26
102714,PLANNING,208
102714,COMPLETED,962
102714,DROPPED,19
102714,PAUSED,10
102482,CURRENT,43
102482,PLANNING,259
102482,COMPLETED,1015
102482,DROPPED,28
102482,PAUSED,15
118231,CURRENT,12
118231,PLANNING,127
118231,COMPLETED,610
118231,DROPPED,12
118231,PAUSED,4
101596,CURRENT,118
101596,PLANNING,513
101596,COMPLETED,2053
101596,DROPPED,76
101596,PAUSED,39
107741,CURRENT,28
107741,PLANNING,154
107741,COMPLETED,1049
107741,DROPPED,17
107741,PAUSED,7
64,CURRENT,853
64,PLANNING,9888
64,COMPLETED,15134
64,DROPPED,1035
64,PAUSED,798
65,CURRENT,332
65,PLANNING,2622
65,COMPLETED,9580
65,DROPPED,221
65,PAUSED,280
18041,CURRENT,565
18041,PLANNING,4054
18041,COMPLETED,7222
18041,DROPPED,666
18041,PAUSED,483
37728,CURRENT,191
37728,PLANNING,762
37728,COMPLETED,481
37728,DROPPED,36
37728,PAUSED,75
30098,CURRENT,210
30098,PLANNING,1408
30098,COMPLETED,998
30098,DROPPED,92
30098,PAUSED,161
86915,CURRENT,43
86915,PLANNING,193
86915,COMPLETED,82
86915,DROPPED,9
86915,PAUSED,7
1719,CURRENT,124
1719,PLANNING,1393
1719,COMPLETED,5906
1719,DROPPED,61
1719,PAUSED,82
61373,CURRENT,18
61373,PLANNING,112
61373,COMPLETED,27
61373,DROPPED,7
61373,PAUSED,9
94366,CURRENT,1
94366,PLANNING,41
94366,COMPLETED,8
94366,DROPPED,3
94366,PAUSED,2
94367,CURRENT,5
94367,PLANNING,64
94367,COMPLETED,16
94367,DROPPED,5
94367,PAUSED,0
2237,CURRENT,32
2237,PLANNING,645
2237,COMPLETED,1720
2237,DROPPED,32
2237,PAUSED,21
21731,CURRENT,843
21731,PLANNING,6483
