media_id,status,amount
99476,COMPLETED,7337
99476,DROPPED,286
99476,PAUSED,314
142481,CURRENT,1008
142481,PLANNING,2244
142481,COMPLETED,1872
142481,DROPPED,140
142481,PAUSED,181
94167,CURRENT,21
94167,PLANNING,76
94167,COMPLETED,5
94167,DROPPED,5
94167,PAUSED,7
21806,CURRENT,51
21806,PLANNING,1063
21806,COMPLETED,1508
21806,DROPPED,36
21806,PAUSED,36
99139,CURRENT,86
99139,PLANNING,107
99139,COMPLETED,7
99139,DROPPED,14
99139,PAUSED,23
116015,CURRENT,27
116015,PLANNING,320
116015,COMPLETED,583
116015,DROPPED,18
116015,PAUSED,7
86260,CURRENT,290
86260,PLANNING,296
86260,COMPLETED,46
86260,DROPPED,51
86260,PAUSED,94
105219,CURRENT,12
105219,PLANNING,57
105219,COMPLETED,2
105219,DROPPED,0
105219,PAUSED,2
159087,CURRENT,2
159087,PLANNING,11
159087,COMPLETED,0
159087,DROPPED,0
159087,PAUSED,0
20510,CURRENT,1023
20510,PLANNING,8368
20510,COMPLETED,14232
20510,DROPPED,1075
20510,PAUSED,971
38300,CURRENT,2112
38300,PLANNING,2274
38300,COMPLETED,779
38300,DROPPED,256
38300,PAUSED,599
94538,CURRENT,13
94538,PLANNING,137
94538,COMPLETED,260
94538,DROPPED,8
94538,PAUSED,3
85216,CURRENT,1640
85216,PLANNING,3509
85216,COMPLETED,3682
85216,DROPPED,901
85216,PAUSED,499
107212,CURRENT,12
107212,PLANNING,52
107212,COMPLETED,167
107212,DROPPED,2
107212,PAUSED,1
77363,CURRENT,583
77363,PLANNING,1857
77363,COMPLETED,2318
77363,DROPPED,141
77363,PAUSED,169
54561,CURRENT,414
54561,PLANNING,3634
54561,COMPLETED,4344
54561,DROPPED,173
54561,PAUSED,135
101667,CURRENT,29
101667,PLANNING,488
101667,COMPLETED,501
101667,DROPPED,7
101667,PAUSED,8
85250,CURRENT,2751
85250,PLANNING,3464
85250,COMPLETED,940
85250,DROPPED,993
85250,PAUSED,842
38795,CURRENT,492
38795,PLANNING,688
38795,COMPLETED,154
38795,DROPPED,143
38795,PAUSED,205
90232,CURRENT,11
90232,PLANNING,71
90232,COMPLETED,43
90232,DROPPED,3
90232,PAUSED,1
11697,CURRENT,524
11697,PLANNING,3536
11697,COMPLETED,5347
11697,DROPPED,1019
11697,PAUSED,629
102641,CURRENT,30
102641,PLANNING,101
102641,COMPLETED,260
102641,DROPPED,7
102641,PAUSED,2
38483,CURRENT,1243
38483,PLANNING,4215
38483,COMPLETED,5004
38483,DROPPED,577
38483,PAUSED,426
145472,CURRENT,2
145472,PLANNING,39
145472,COMPLETED,70
145472,DROPPED,1
145472,PAUSED,0
42985,CURRENT,405
42985,PLANNING,723
42985,COMPLETED,923
42985,DROPPED,112
42985,PAUSED,131
49489,CURRENT,9
49489,PLANNING,41
49489,COMPLETED,111
49489,DROPPED,1
49489,PAUSED,2
17741,CURRENT,948
17741,PLANNING,10461
17741,COMPLETED,11995
17741,DROPPED,1108
17741,PAUSED,729
11313,CURRENT,182
11313,PLANNING,2824
11313,COMPLETED,4552
11313,DROPPED,108
11313,PAUSED,126
20715,CURRENT,78
20715,PLANNING,1157
20715,COMPLETED,2323
20715,DROPPED,40
20715,PAUSED,60
89106,CURRENT,18
89106,PLANNING,120
89106,COMPLETED,403
89106,DROPPED,4
89106,PAUSED,4
52115,CURRENT,448
52115,PLANNING,844
52115,COMPLETED,217
52115,DROPPED,62
52115,PAUSED,134
90871,CURRENT,16
90871,PLANNING,95
90871,COMPLETED,21
90871,DROPPED,1
90871,PAUSED,5
137335,CURRENT,4
137335,PLANNING,50
137335,COMPLETED,5
137335,DROPPED,0
137335,PAUSED,2
102903,CURRENT,1300
102903,PLANNING,1553
102903,COMPLETED,182
102903,DROPPED,177
102903,PAUSED,194
126115,CURRENT,2
126115,PLANNING,16
126115,COMPLETED,12
126115,DROPPED,3
126115,PAUSED,0
117405,CURRENT,14
117405,PLANNING,122
117405,COMPLETED,177
117405,DROPPED,3
117405,PAUSED,2
65003,CURRENT,4471
65003,PLANNING,8151
65003,COMPLETED,10064
65003,DROPPED,1379
65003,PAUSED,1759
85696,CURRENT,15
85696,PLANNING,180
85696,COMPLETED,553
85696,DROPPED,12
85696,PAUSED,5
21208,CURRENT,191
21208,PLANNING,2471
21208,COMPLETED,4809
21208,DROPPED,61
21208,PAUSED,90
20966,CURRENT,4475
20966,PLANNING,28826
20966,COMPLETED,97449
20966,DROPPED,3535
20966,PAUSED,2912
20740,CURRENT,483
20740,PLANNING,4238
20740,COMPLETED,14972
20740,DROPPED,187
20740,PAUSED,328
20359,CURRENT,319
20359,PLANNING,3593
20359,COMPLETED,8533
20359,DROPPED,128
20359,PAUSED,115
33537,CURRENT,925
33537,PLANNING,2940
33537,COMPLETED,2158
33537,DROPPED,340
33537,PAUSED,469
107503,CURRENT,3
107503,PLANNING,86
107503,COMPLETED,74
107503,DROPPED,2
107503,PAUSED,0
71891,CURRENT,5
71891,PLANNING,36
71891,COMPLETED,119
71891,DROPPED,0
71891,PAUSED,0
77102,CURRENT,1310
77102,PLANNING,2228
77102,COMPLETED,1515
77102,DROPPED,411
77102,PAUSED,304
117049,CURRENT,10
117049,PLANNING,146
117049,COMPLETED,299
117049,DROPPED,5
117049,PAUSED,2
98251,CURRENT,3280
98251,PLANNING,21633
98251,COMPLETED,64707
98251,DROPPED,5143
98251,PAUSED,1975
30430,CURRENT,534
30430,PLANNING,3255
30430,COMPLETED,3896
30430,DROPPED,236
30430,PAUSED,222
390,CURRENT,476
390,PLANNING,6677
390,COMPLETED,7737
390,DROPPED,703
390,PAUSED,432
21887,CURRENT,1880
21887,PLANNING,13471
21887,COMPLETED,31555
21887,DROPPED,4511
21887,PAUSED,1289
30598,CURRENT,7402
30598,PLANNING,7237
30598,COMPLETED,21996
30598,DROPPED,4227
30598,PAUSED,2998
85257,CURRENT,35
85257,PLANNING,450
85257,COMPLETED,1642
85257,DROPPED,14
85257,PAUSED,9
74485,CURRENT,10253
74485,PLANNING,9408
74485,COMPLETED,17893
74485,DROPPED,4039
74485,PAUSED,3017
108928,CURRENT,9016
108928,PLANNING,20848
108928,COMPLETED,102823
108928,DROPPED,11913
108928,PAUSED,3965
116752,CURRENT,11934
116752,PLANNING,26761
116752,COMPLETED,48224
116752,DROPPED,6912
116752,PAUSED,4414
128740,CURRENT,617
128740,PLANNING,9249
128740,COMPLETED,12869
128740,DROPPED,268
128740,PAUSED,192
141352,CURRENT,412
141352,PLANNING,4811
141352,COMPLETED,3282
141352,DROPPED,174
141352,PAUSED,96
162291,CURRENT,214
162291,PLANNING,1783
162291,COMPLETED,1497
162291,DROPPED,49
162291,PAUSED,38
148862,CURRENT,2410
148862,PLANNING,6179
148862,COMPLETED,77
148862,DROPPED,93
148862,PAUSED,135
129117,CURRENT,3179
129117,PLANNING,1623
129117,COMPLETED,75
129117,DROPPED,318
129117,PAUSED,349
128535,CURRENT,44
128535,PLANNING,712
128535,COMPLETED,592
128535,DROPPED,62
128535,PAUSED,23
99539,CURRENT,7513
99539,PLANNING,17243
99539,COMPLETED,182392
99539,DROPPED,4294
99539,PAUSED,2850
21385,CURRENT,2032
21385,PLANNING,10148
21385,COMPLETED,112083
21385,DROPPED,1115
21385,PAUSED,610
20789,CURRENT,14973
20789,PLANNING,41525
20789,COMPLETED,305927
20789,DROPPED,15013
20789,PAUSED,7592
21104,CURRENT,824
21104,PLANNING,5972
21104,COMPLETED,33868
21104,DROPPED,344
21104,PAUSED,346
104175,CURRENT,347
104175,PLANNING,5184
104175,COMPLETED,13950
104175,DROPPED,180
104175,PAUSED,156
99540,CURRENT,849
99540,PLANNING,10680
99540,COMPLETED,58795
99540,DROPPED,345
99540,PAUSED,263
138978,CURRENT,15
138978,PLANNING,201
138978,COMPLETED,156
138978,DROPPED,8
138978,PAUSED,0
140549,CURRENT,3
140549,PLANNING,33
140549,COMPLETED,26
140549,DROPPED,5
140549,PAUSED,0
154174,CURRENT,10
154174,PLANNING,134
154174,COMPLETED,191
154174,DROPPED,26
154174,PAUSED,3
154197,CURRENT,4
154197,PLANNING,70
154197,COMPLETED,76
154197,DROPPED,16
154197,PAUSED,1
140548,CURRENT,7
140548,PLANNING,42
140548,COMPLETED,27
140548,DROPPED,5
140548,PAUSED,0
93592,CURRENT,36
93592,PLANNING,200
93592,COMPLETED,64
93592,DROPPED,12
93592,PAUSED,4
96281,CURRENT,42
96281,PLANNING,191
96281,COMPLETED,94
96281,DROPPED,14
96281,PAUSED,9
162328,CURRENT,6
162328,PLANNING,29
162328,COMPLETED,50
162328,DROPPED,3
162328,PAUSED,0
86060,CURRENT,44
86060,PLANNING,281
86060,COMPLETED,479
86060,DROPPED,31
86060,PAUSED,25
162221,CURRENT,1
162221,PLANNING,11
162221,COMPLETED,4
162221,DROPPED,0
162221,PAUSED,0
160943,CURRENT,2
160943,PLANNING,7
160943,COMPLETED,9
160943,DROPPED,1
160943,PAUSED,0
34101,CURRENT,26
34101,PLANNING,90
34101,COMPLETED,43
34101,DROPPED,8
34101,PAUSED,10
115135,CURRENT,14
115135,PLANNING,129
115135,COMPLETED,164
115135,DROPPED,5
115135,PAUSED,4
162222,CURRENT,2
162222,PLANNING,10
162222,COMPLETED,9
162222,DROPPED,0
162222,PAUSED,0
94270,CURRENT,43
94270,PLANNING,317
94270,COMPLETED,951
94270,DROPPED,12
94270,PAUSED,11
117414,CURRENT,20
117414,PLANNING,155
117414,COMPLETED,61
117414,DROPPED,7
117414,PAUSED,1
98348,CURRENT,76
98348,PLANNING,283
98348,COMPLETED,739
98348,DROPPED,15
98348,PAUSED,10
98813,CURRENT,38
98813,PLANNING,256
98813,COMPLETED,391
98813,DROPPED,19
98813,PAUSED,7
162226,CURRENT,1
162226,PLANNING,15
162226,COMPLETED,8
162226,DROPPED,1
162226,PAUSED,0
104254,CURRENT,103
104254,PLANNING,300
104254,COMPLETED,201
104254,DROPPED,46
104254,PAUSED,33
139460,CURRENT,11
139460,PLANNING,59
139460,COMPLETED,196
139460,DROPPED,4
139460,PAUSED,0
140539,CURRENT,8
140539,PLANNING,52
140539,COMPLETED,28
140539,DROPPED,6
140539,PAUSED,0
87306,CURRENT,66
87306,PLANNING,356
87306,COMPLETED,561
87306,DROPPED,17
87306,PAUSED,23
86649,CURRENT,54
86649,PLANNING,361
86649,COMPLETED,700
86649,DROPPED,6
86649,PAUSED,11
86437,CURRENT,147
86437,PLANNING,545
86437,COMPLETED,1222
86437,DROPPED,55
86437,PAUSED,82
104972,CURRENT,128
104972,PLANNING,406
104972,COMPLETED,397
104972,DROPPED,37
104972,PAUSED,29
20626,CURRENT,8938
20626,PLANNING,18315
20626,COMPLETED,94061
20626,DROPPED,7963
20626,PAUSED,6434
99749,CURRENT,8433
99749,PLANNING,22983
99749,COMPLETED,63928
99749,DROPPED,3548
99749,PAUSED,3717
139095,CURRENT,280
139095,PLANNING,13254
139095,COMPLETED,86
139095,DROPPED,37
139095,PAUSED,118
103255,CURRENT,8398
103255,PLANNING,3009
103255,COMPLETED,303
103255,DROPPED,813
103255,PAUSED,1236
21191,CURRENT,517
21191,PLANNING,7051
21191,COMPLETED,28094
21191,DROPPED,156
21191,PAUSED,171
85319,CURRENT,433
85319,PLANNING,1292
85319,COMPLETED,8111
85319,DROPPED,81
85319,PAUSED,102
6702,CURRENT,24756
6702,PLANNING,42188
6702,COMPLETED,147710
6702,DROPPED,31507
6702,PAUSED,22262
119683,CURRENT,8971
119683,PLANNING,22837
119683,COMPLETED,22105
119683,DROPPED,5446
119683,PAUSED,3931
144932,CURRENT,4220
144932,PLANNING,9338
144932,COMPLETED,3027
144932,DROPPED,535
144932,PAUSED,629
101860,CURRENT,7834
101860,PLANNING,4270
101860,COMPLETED,233
101860,DROPPED,1500
101860,PAUSED,1639
112531,CURRENT,130
112531,PLANNING,557
112531,COMPLETED,1156
112531,DROPPED,15
112531,PAUSED,18
30014,CURRENT,821
30014,PLANNING,2951
30014,COMPLETED,3701
30014,DROPPED,456
30014,PAUSED,584
100935,CURRENT,61
100935,PLANNING,656
100935,COMPLETED,342
100935,DROPPED,14
100935,PAUSED,19
30401,CURRENT,1831
30401,PLANNING,9009
30401,COMPLETED,11222
30401,DROPPED,318
30401,PAUSED,742
105160,CURRENT,433
105160,PLANNING,776
105160,COMPLETED,170
105160,DROPPED,69
105160,PAUSED,81
93062,CURRENT,49
93062,PLANNING,652
93062,COMPLETED,370
93062,DROPPED,13
93062,PAUSED,17
20623,CURRENT,16486
20623,PLANNING,70231
20623,COMPLETED,250751
20623,DROPPED,7691
20623,PAUSED,10189
100948,CURRENT,80
100948,PLANNING,520
100948,COMPLETED,1237
100948,DROPPED,28
100948,PAUSED,32
150078,CURRENT,94
150078,PLANNING,759
150078,COMPLETED,3071
150078,DROPPED,42
150078,PAUSED,54
18393,CURRENT,245
18393,PLANNING,3005
18393,COMPLETED,16498
18393,DROPPED,101
18393,PAUSED,119
55482,CURRENT,38
55482,PLANNING,240
55482,COMPLETED,982
55482,DROPPED,5
55482,PAUSED,2
246,CURRENT,642
246,PLANNING,5439
246,COMPLETED,6509
246,DROPPED,1135
246,PAUSED,919
9982,CURRENT,706
9982,PLANNING,3805
9982,COMPLETED,22525
9982,DROPPED,462
9982,PAUSED,693
12049,CURRENT,370
12049,PLANNING,4802
12049,COMPLETED,29448
12049,DROPPED,154
12049,PAUSED,170
17535,CURRENT,167
17535,PLANNING,2698
17535,COMPLETED,11228
17535,DROPPED,98
17535,PAUSED,101
84697,CURRENT,21
84697,PLANNING,237
84697,COMPLETED,627
84697,DROPPED,7
84697,PAUSED,6
11511,CURRENT,7
11511,PLANNING,97
11511,COMPLETED,487
11511,DROPPED,13
11511,PAUSED,6
12121,CURRENT,12
12121,PLANNING,205
12121,COMPLETED,1030
12121,DROPPED,25
12121,PAUSED,5
85920,CURRENT,146
85920,PLANNING,419
85920,COMPLETED,414
85920,DROPPED,57
85920,PAUSED,68
85433,CURRENT,167
85433,PLANNING,495
85433,COMPLETED,590
85433,DROPPED,75
85433,PAUSED,88
85434,CURRENT,252
85434,PLANNING,563
85434,COMPLETED,1695
85434,DROPPED,106
85434,PAUSED,93
92603,CURRENT,351
92603,PLANNING,744
92603,COMPLETED,1044
92603,DROPPED,167
92603,PAUSED,110
109643,CURRENT,64
109643,PLANNING,277
109643,COMPLETED,168
109643,DROPPED,17
109643,PAUSED,32
141137,CURRENT,10
141137,PLANNING,150
141137,COMPLETED,46
141137,DROPPED,6
141137,PAUSED,0
141138,CURRENT,12
141138,PLANNING,174
141138,COMPLETED,58
141138,DROPPED,6
141138,PAUSED,0
102492,CURRENT,46
102492,PLANNING,477
102492,COMPLETED,640
102492,DROPPED,8
102492,PAUSED,16
31303,CURRENT,1879
31303,PLANNING,11080
31303,COMPLETED,6565
31303,DROPPED,270
31303,PAUSED,866
168128,CURRENT,1
168128,PLANNING,13
168128,COMPLETED,2
168128,DROPPED,0
168128,PAUSED,0
2402,CURRENT,1586
2402,PLANNING,15002
2402,COMPLETED,6012
2402,DROPPED,664
2402,PAUSED,1382
19973,CURRENT,33
19973,PLANNING,474
19973,COMPLETED,1058
19973,DROPPED,38
19973,PAUSED,18
2920,CURRENT,43
2920,PLANNING,766
2920,COMPLETED,888
2920,DROPPED,56
2920,PAUSED,25
2921,CURRENT,446
2921,PLANNING,6870
2921,COMPLETED,5842
2921,DROPPED,191
2921,PAUSED,216
151627,CURRENT,5
151627,PLANNING,50
151627,COMPLETED,59
151627,DROPPED,8
151627,PAUSED,1
2922,CURRENT,40
2922,PLANNING,675
2922,COMPLETED,716
2922,DROPPED,43
2922,PAUSED,24
100298,CURRENT,5486
100298,PLANNING,29967
100298,COMPLETED,64896
100298,DROPPED,2632
100298,PAUSED,2908
102309,CURRENT,68
102309,PLANNING,2266
102309,COMPLETED,680
102309,DROPPED,49
102309,PAUSED,50
105354,CURRENT,31
105354,PLANNING,360
105354,COMPLETED,17
105354,DROPPED,10
105354,PAUSED,7
113359,CURRENT,3958
113359,PLANNING,17130
113359,COMPLETED,20191
113359,DROPPED,970
113359,PAUSED,1449
132904,CURRENT,54
132904,PLANNING,1203
132904,COMPLETED,338
132904,DROPPED,20
132904,PAUSED,24
4298,CURRENT,19
4298,PLANNING,249
4298,COMPLETED,173
4298,DROPPED,23
4298,PAUSED,18
166822,CURRENT,11
166822,PLANNING,261
166822,COMPLETED,3
166822,DROPPED,3
166822,PAUSED,0
41425,CURRENT,1531
41425,PLANNING,3032
41425,COMPLETED,4026
41425,DROPPED,213
41425,PAUSED,514
1859,CURRENT,91
1859,PLANNING,995
1859,COMPLETED,2996
1859,DROPPED,35
1859,PAUSED,32
287,CURRENT,1993
287,PLANNING,6681
287,COMPLETED,14900
287,DROPPED,701
287,PAUSED,780
551,CURRENT,704
551,PLANNING,3448
551,COMPLETED,9966
551,DROPPED,236
551,PAUSED,281
97888,CURRENT,7602
97888,PLANNING,18187
97888,COMPLETED,54159
97888,DROPPED,4502
97888,PAUSED,3874
87501,CURRENT,112
87501,PLANNING,1219
87501,COMPLETED,2706
87501,DROPPED,62
87501,PAUSED,39
35157,CURRENT,599
35157,PLANNING,2808
35157,COMPLETED,4052
35157,DROPPED,66
35157,PAUSED,136
37760,CURRENT,937
37760,PLANNING,2266
37760,COMPLETED,4179
37760,DROPPED,80
37760,PAUSED,187
124195,CURRENT,1678
124195,PLANNING,6539
124195,COMPLETED,26330
124195,DROPPED,289
124195,PAUSED,360
108522,CURRENT,1164
108522,PLANNING,5649
108522,COMPLETED,28869
108522,DROPPED,320
108522,PAUSED,333
114523,CURRENT,28
114523,PLANNING,102
114523,COMPLETED,223
114523,DROPPED,8
114523,PAUSED,2
108066,CURRENT,1373
108066,PLANNING,1304
108066,COMPLETED,920
108066,DROPPED,57
108066,PAUSED,125
86056,CURRENT,712
86056,PLANNING,1628
86056,COMPLETED,2808
86056,DROPPED,58
86056,PAUSED,97
134065,CURRENT,221
134065,PLANNING,117
134065,COMPLETED,11
134065,DROPPED,12
134065,PAUSED,25
124042,CURRENT,25
124042,PLANNING,99
124042,COMPLETED,20
124042,DROPPED,5
124042,PAUSED,4
37921,CURRENT,101
37921,PLANNING,565
37921,COMPLETED,223
37921,DROPPED,19
37921,PAUSED,33
50649,CURRENT,17
50649,PLANNING,170
50649,COMPLETED,229
50649,DROPPED,10
50649,PAUSED,7
45998,CURRENT,12
45998,PLANNING,121
45998,COMPLETED,143
45998,DROPPED,1
45998,PAUSED,1
102119,CURRENT,17
102119,PLANNING,78
102119,COMPLETED,18
102119,DROPPED,3
102119,PAUSED,9
146492,CURRENT,67
146492,PLANNING,73
146492,COMPLETED,5
146492,DROPPED,1
146492,PAUSED,9
169298,CURRENT,355
169298,PLANNING,164
169298,COMPLETED,5
169298,DROPPED,0
169298,PAUSED,10
156571,CURRENT,42
156571,PLANNING,133
156571,COMPLETED,51
156571,DROPPED,9
156571,PAUSED,24
146646,CURRENT,3435
146646,PLANNING,6163
146646,COMPLETED,9292
146646,DROPPED,102
146646,PAUSED,221
167795,CURRENT,54
167795,PLANNING,86
167795,COMPLETED,3
167795,DROPPED,1
167795,PAUSED,5
63675,CURRENT,18
63675,PLANNING,102
63675,COMPLETED,497
63675,DROPPED,3
63675,PAUSED,2
91693,CURRENT,18
91693,PLANNING,133
91693,COMPLETED,363
91693,DROPPED,3
91693,PAUSED,2
159085,CURRENT,63
159085,PLANNING,65
159085,COMPLETED,6
159085,DROPPED,2
159085,PAUSED,11
107154,CURRENT,35
107154,PLANNING,275
107154,COMPLETED,619
107154,DROPPED,3
107154,PAUSED,2
91818,CURRENT,28
91818,PLANNING,169
91818,COMPLETED,265
91818,DROPPED,4
91818,PAUSED,5
91694,CURRENT,89
91694,PLANNING,192
91694,COMPLETED,220
91694,DROPPED,10
91694,PAUSED,20
43122,CURRENT,206
43122,PLANNING,270
43122,COMPLETED,166
43122,DROPPED,22
43122,PAUSED,82
154358,CURRENT,8
154358,PLANNING,27
154358,COMPLETED,79
154358,DROPPED,2
154358,PAUSED,0
142778,CURRENT,6
142778,PLANNING,96
142778,COMPLETED,115
142778,DROPPED,1
142778,PAUSED,1
39982,CURRENT,2459
39982,PLANNING,10429
39982,COMPLETED,2342
39982,DROPPED,382
39982,PAUSED,662
145521,CURRENT,1
145521,PLANNING,14
145521,COMPLETED,62
145521,DROPPED,0
145521,PAUSED,0
137166,CURRENT,57
137166,PLANNING,363
137166,COMPLETED,518
137166,DROPPED,0
137166,PAUSED,6
13303,CURRENT,22
13303,PLANNING,623
13303,COMPLETED,207
13303,DROPPED,38
13303,PAUSED,12
30007,CURRENT,9969
30007,PLANNING,9750
30007,COMPLETED,641
30007,DROPPED,582
30007,PAUSED,2007
12069,CURRENT,175
12069,PLANNING,1621
12069,COMPLETED,8770
12069,DROPPED,49
12069,PAUSED,41
263,CURRENT,8378
263,PLANNING,30978
263,COMPLETED,41408
263,DROPPED,1831
263,PAUSED,4871
264,CURRENT,385
264,PLANNING,4013
264,COMPLETED,17924
264,DROPPED,79
264,PAUSED,115
265,CURRENT,264
265,PLANNING,3532
265,COMPLETED,15384
265,DROPPED,66
265,PAUSED,75
5258,CURRENT,1527
5258,PLANNING,9060
5258,COMPLETED,27497
5258,DROPPED,280
5258,PAUSED,531
19647,CURRENT,1739
19647,PLANNING,10347
19647,COMPLETED,24817
19647,DROPPED,304
19647,PAUSED,612
20854,CURRENT,571
20854,PLANNING,2467
20854,COMPLETED,10908
20854,DROPPED,280
20854,PAUSED,398
34270,CURRENT,88
34270,PLANNING,472
34270,COMPLETED,88
34270,DROPPED,41
34270,PAUSED,33
128115,CURRENT,2
128115,PLANNING,23
128115,COMPLETED,6
128115,DROPPED,0
128115,PAUSED,0
128116,CURRENT,2
128116,PLANNING,24
128116,COMPLETED,4
128116,DROPPED,0
128116,PAUSED,1
145766,CURRENT,39
145766,PLANNING,16
145766,COMPLETED,28
145766,DROPPED,5
145766,PAUSED,0
145767,CURRENT,3
145767,PLANNING,19
145767,COMPLETED,29
145767,DROPPED,5
145767,PAUSED,0
145768,CURRENT,3
145768,PLANNING,13
145768,COMPLETED,24
145768,DROPPED,4
145768,PAUSED,0
145769,CURRENT,2
145769,PLANNING,15
145769,COMPLETED,24
145769,DROPPED,4
145769,PAUSED,0
145770,CURRENT,2
145770,PLANNING,20
145770,COMPLETED,26
145770,DROPPED,4
145770,PAUSED,0
145771,CURRENT,3
145771,PLANNING,13
145771,COMPLETED,24
145771,DROPPED,4
145771,PAUSED,0
145772,CURRENT,2
145772,PLANNING,17
145772,COMPLETED,23
145772,DROPPED,4
145772,PAUSED,0
145773,CURRENT,2
145773,PLANNING,14
145773,COMPLETED,23
145773,DROPPED,4
145773,PAUSED,0
145774,CURRENT,4
145774,PLANNING,15
145774,COMPLETED,24
145774,DROPPED,4
145774,PAUSED,0
145775,CURRENT,2
145775,PLANNING,18
145775,COMPLETED,21
145775,DROPPED,4
145775,PAUSED,0
145776,CURRENT,4
145776,PLANNING,19
145776,COMPLETED,29
145776,DROPPED,6
145776,PAUSED,1
145777,CURRENT,4
145777,PLANNING,19
145777,COMPLETED,20
145777,DROPPED,5
145777,PAUSED,1
145778,CURRENT,2
145778,PLANNING,15
145778,COMPLETED,25
145778,DROPPED,4
145778,PAUSED,0
145779,CURRENT,2
145779,PLANNING,21
145779,COMPLETED,23
145779,DROPPED,5
145779,PAUSED,0
145780,CURRENT,2
145780,PLANNING,18
145780,COMPLETED,22
145780,DROPPED,4
145780,PAUSED,0
145781,CURRENT,4
145781,PLANNING,25
145781,COMPLETED,26
145781,DROPPED,4
145781,PAUSED,0
145782,CURRENT,15
145782,PLANNING,18
145782,COMPLETED,40
145782,DROPPED,5
145782,PAUSED,0
107256,CURRENT,6
107256,PLANNING,218
107256,COMPLETED,429
107256,DROPPED,21
107256,PAUSED,13
106492,CURRENT,8
106492,PLANNING,220
106492,COMPLETED,467
106492,DROPPED,20
106492,PAUSED,11
971,CURRENT,253
971,PLANNING,1461
971,COMPLETED,2456
971,DROPPED,273
971,PAUSED,234
3044,CURRENT,139
3044,PLANNING,1076
3044,COMPLETED,1337
3044,DROPPED,149
3044,PAUSED,163
21830,CURRENT,332
21830,PLANNING,2479
21830,COMPLETED,3110
21830,DROPPED,883
21830,PAUSED,369
2747,CURRENT,157
2747,PLANNING,1361
2747,COMPLETED,913
2747,DROPPED,282
2747,PAUSED,199
141984,CURRENT,6
141984,PLANNING,37
141984,COMPLETED,27
141984,DROPPED,10
141984,PAUSED,3
5834,CURRENT,43
5834,PLANNING,582
5834,COMPLETED,149
5834,DROPPED,61
5834,PAUSED,57
17441,CURRENT,4
17441,PLANNING,74
17441,COMPLETED,72
17441,DROPPED,27
17441,PAUSED,5
45305,CURRENT,23
45305,PLANNING,392
45305,COMPLETED,32
45305,DROPPED,4
45305,PAUSED,1
17443,CURRENT,3
17443,PLANNING,67
17443,COMPLETED,67
17443,DROPPED,25
17443,PAUSED,5
17445,CURRENT,5
17445,PLANNING,71
17445,COMPLETED,69
17445,DROPPED,25
17445,PAUSED,5
17447,CURRENT,5
17447,PLANNING,68
17447,COMPLETED,53
17447,DROPPED,26
17447,PAUSED,5
45315,CURRENT,6
45315,PLANNING,41
45315,COMPLETED,17
45315,DROPPED,3
45315,PAUSED,0
15875,CURRENT,17
15875,PLANNING,129
15875,COMPLETED,92
15875,DROPPED,30
15875,PAUSED,10
16486,CURRENT,17
16486,PLANNING,99
16486,COMPLETED,82
16486,DROPPED,25
16486,PAUSED,12
166827,CURRENT,0
166827,PLANNING,6
166827,COMPLETED,1
166827,DROPPED,0
166827,PAUSED,0
41437,CURRENT,20
41437,PLANNING,40
41437,COMPLETED,15
41437,DROPPED,1
41437,PAUSED,12
17439,CURRENT,5
17439,PLANNING,92
17439,COMPLETED,72
17439,DROPPED,19
17439,PAUSED,6
17959,CURRENT,9
17959,PLANNING,151
17959,COMPLETED,194
17959,DROPPED,20
17959,PAUSED,7
30728,CURRENT,302
30728,PLANNING,2044
30728,COMPLETED,599
30728,DROPPED,108
30728,PAUSED,208
36488,CURRENT,5
36488,PLANNING,123
36488,COMPLETED,165
36488,DROPPED,5
36488,PAUSED,1
142476,CURRENT,2
142476,PLANNING,27
142476,COMPLETED,8
142476,DROPPED,1
142476,PAUSED,1
31111,CURRENT,303
31111,PLANNING,2794
31111,COMPLETED,1070
31111,DROPPED,62
31111,PAUSED,149
20500,CURRENT,26
20500,PLANNING,519
20500,COMPLETED,453
20500,DROPPED,10
20500,PAUSED,19
7014,CURRENT,48
7014,PLANNING,1177
7014,COMPLETED,851
7014,DROPPED,20
7014,PAUSED,33
47240,CURRENT,13
47240,PLANNING,253
47240,COMPLETED,224
47240,DROPPED,8
47240,PAUSED,6
2427,CURRENT,32
2427,PLANNING,914
2427,COMPLETED,932
2427,DROPPED,26
2427,PAUSED,23
2428,CURRENT,12
2428,PLANNING,181
2428,COMPLETED,384
2428,DROPPED,21
2428,PAUSED,6
9991,CURRENT,3
9991,PLANNING,98
9991,COMPLETED,142
9991,DROPPED,16
9991,PAUSED,10
1520,CURRENT,447
1520,PLANNING,5138
1520,COMPLETED,2921
1520,DROPPED,215
1520,PAUSED,366
21187,CURRENT,708
21187,PLANNING,4830
21187,COMPLETED,7554
21187,DROPPED,1617
21187,PAUSED,710
101347,CURRENT,21393
101347,PLANNING,75582
101347,COMPLETED,137945
101347,DROPPED,8257
101347,PAUSED,12838
5760,CURRENT,301
5760,PLANNING,3089
5760,COMPLETED,1803
5760,DROPPED,265
5760,PAUSED,212
31658,CURRENT,332
31658,PLANNING,2460
31658,COMPLETED,2446
31658,DROPPED,105
31658,PAUSED,155
149963,CURRENT,217
149963,PLANNING,564
149963,COMPLETED,3
