media_id,related_media_id,relation_type
88575,95694,SEQUEL
88576,77903,OTHER
88579,20538,ADAPTATION
88579,20822,ADAPTATION
88579,136446,SEQUEL
88614,88615,ALTERNATIVE
88621,121749,ALTERNATIVE
88621,65349,ALTERNATIVE
88621,96241,ALTERNATIVE
88621,90657,ALTERNATIVE
88621,64905,ALTERNATIVE
88621,16397,ALTERNATIVE
88628,75523,SEQUEL
88628,128542,OTHER
88631,96495,ALTERNATIVE
88633,61487,PARENT
88633,61487,PARENT
88639,71489,ADAPTATION
88653,34519,ALTERNATIVE
88653,239,ADAPTATION
88656,16524,ADAPTATION
88656,80169,ALTERNATIVE
88656,122150,SEQUEL
88671,100007,OTHER
88676,158366,OTHER
88680,70677,OTHER
88684,82563,OTHER
88694,82993,OTHER
88694,82765,OTHER
88695,103597,OTHER
88699,69035,OTHER
88699,135607,OTHER
88701,141442,SEQUEL
88707,95757,OTHER
88723,21167,ADAPTATION
88723,106320,ADAPTATION
88724,88744,SEQUEL
88724,118108,OTHER
88733,128904,OTHER
88735,159221,OTHER
88740,158975,OTHER
88741,158975,OTHER
88744,88724,PREQUEL
88744,118104,SEQUEL
88744,118108,OTHER
88767,135519,OTHER
88769,103601,OTHER
88778,88547,PARENT
88785,118412,ALTERNATIVE
88787,3989,ADAPTATION
88805,135776,ADAPTATION
88807,110955,SIDE_STORY
88807,110985,SIDE_STORY
88807,110984,SIDE_STORY
88807,110893,SIDE_STORY
88817,151955,OTHER
88818,60545,PREQUEL
88822,40270,ADAPTATION
88822,81253,SIDE_STORY
88846,82833,ALTERNATIVE
88846,90512,SIDE_STORY
88849,83101,OTHER
88849,73255,OTHER
88860,58867,OTHER
88860,60063,OTHER
88864,30618,PREQUEL
88904,114501,ADAPTATION
88904,78899,OTHER
88904,89578,CHARACTER
88917,89680,SEQUEL
88930,112059,OTHER
88951,20875,ADAPTATION
88951,101471,ADAPTATION
88951,121326,SEQUEL
89032,121021,OTHER
89052,84983,ADAPTATION
89052,19369,ALTERNATIVE
89062,94874,ADAPTATION
89062,115474,SPIN_OFF
89062,94711,SEQUEL
89062,89343,PREQUEL
89067,21533,ADAPTATION
89083,73545,ALTERNATIVE
89090,40579,SEQUEL
89091,126137,SEQUEL
89109,85676,PREQUEL
89109,85796,SEQUEL
89109,72841,PREQUEL
89161,165025,OTHER
89171,96022,SEQUEL
89177,126388,ADAPTATION
89196,101982,OTHER
89198,46791,ALTERNATIVE
89201,36146,PREQUEL
89213,61881,PARENT
89213,41716,PARENT
89217,62955,PARENT
89234,97660,ADAPTATION
89234,76272,ADAPTATION
89234,125385,ADAPTATION
89243,50055,OTHER
89243,76262,OTHER
89243,50161,OTHER
89243,51698,OTHER
89243,49284,OTHER
89243,75581,OTHER
89246,93456,OTHER
89275,15841,ADAPTATION
89276,30618,PARENT
89299,145677,SEQUEL
89303,126824,PARENT
89323,123509,SIDE_STORY
89340,96505,ALTERNATIVE
89343,89344,PREQUEL
89343,94711,SEQUEL
89343,89062,SEQUEL
89344,90071,ADAPTATION
89344,89343,SEQUEL
89345,122262,SEQUEL
89370,58533,PARENT
89382,93434,OTHER
89385,10232,ADAPTATION
89385,58933,PREQUEL
89390,79679,PARENT
89399,83771,OTHER
89399,61245,OTHER
89399,61247,OTHER
89399,61243,OTHER
89399,61255,OTHER
89399,69907,OTHER
89399,61241,OTHER
89399,61251,OTHER
89404,83283,OTHER
89404,83279,OTHER
89410,45467,OTHER
89411,87456,ADAPTATION
89422,68371,OTHER
89422,68827,OTHER
89422,83657,OTHER
89422,83659,OTHER
89422,68373,OTHER
89436,137010,OTHER
89446,74167,PARENT
89447,33708,OTHER
89450,111849,PARENT
89459,83865,OTHER
89459,73275,OTHER
89459,83863,OTHER
89461,143792,OTHER
89461,143795,OTHER
89461,143796,OTHER
89461,59169,OTHER
89471,104315,OTHER
89478,121351,OTHER
89481,83791,OTHER
89481,70637,PREQUEL
89481,149267,SEQUEL
89489,68463,OTHER
89489,136368,OTHER
89489,136424,OTHER
89489,137109,OTHER
89502,69275,OTHER
89502,73197,OTHER
89502,82921,OTHER
89503,103066,SIDE_STORY
89503,83761,OTHER
89503,73215,OTHER
89504,69101,OTHER
89510,21524,ADAPTATION
89522,82881,OTHER
89526,58629,PREQUEL
89526,90107,SEQUEL
89535,172860,OTHER
89539,83633,OTHER
89548,40348,ALTERNATIVE
89556,57993,OTHER
89560,70637,SEQUEL
89561,106442,OTHER
89568,175525,CHARACTER
89582,30373,PREQUEL
89582,47017,PREQUEL
89610,78169,OTHER
89610,32319,OTHER
89610,42388,OTHER
89610,52365,OTHER
89610,47236,OTHER
89610,120986,OTHER
89610,125270,OTHER
89622,163278,SIDE_STORY
89624,163437,SEQUEL
89632,108112,OTHER
89632,156011,OTHER
89653,68269,OTHER
89653,109597,OTHER
89653,68749,OTHER
89656,83927,OTHER
89656,134171,OTHER
89671,83281,OTHER
89671,83255,OTHER
89679,91956,SEQUEL
89704,56413,PREQUEL
89710,89853,ALTERNATIVE
89710,90962,ALTERNATIVE
89710,19151,ALTERNATIVE
89726,149192,OTHER
89792,110102,SIDE_STORY
89812,20442,ADAPTATION
89836,65159,ADAPTATION
89836,100245,ADAPTATION
89849,69771,ALTERNATIVE
89850,87504,ADAPTATION
89850,43363,ADAPTATION
89850,120749,ADAPTATION
89853,90962,ALTERNATIVE
89853,89710,ALTERNATIVE
89862,66733,ADAPTATION
89871,81119,OTHER
89878,49980,PARENT
89883,96283,ALTERNATIVE
89893,83119,OTHER
89894,89904,OTHER
89902,69677,ALTERNATIVE
89912,44906,PARENT
89935,67153,PARENT
89969,63619,ALTERNATIVE
89976,77891,OTHER
89976,68653,OTHER
89976,65407,OTHER
89976,55438,OTHER
89976,59385,OTHER
89976,55439,OTHER
89976,57151,OTHER
89976,62659,OTHER
89976,84899,OTHER
89976,83921,OTHER
89976,55680,OTHER
89977,21333,ADAPTATION
89977,68209,OTHER
89986,85107,OTHER
89991,113853,OTHER
89991,112872,SEQUEL
89999,127729,ALTERNATIVE
90006,21617,ADAPTATION
90006,21618,ADAPTATION
90006,92046,CHARACTER
90017,135077,OTHER
90023,120790,ADAPTATION
90035,50787,PREQUEL
90035,122131,OTHER
90035,172631,SEQUEL
90038,145266,ALTERNATIVE
90039,63993,PREQUEL
90044,86137,ALTERNATIVE
90051,70079,SEQUEL
90060,65527,ALTERNATIVE
90060,125712,ALTERNATIVE
90071,89344,ADAPTATION
90103,90104,ALTERNATIVE
90104,90103,ALTERNATIVE
90106,85153,ADAPTATION
90106,96007,SIDE_STORY
90106,113467,SEQUEL
90106,106590,PREQUEL
90107,90108,ADAPTATION
90107,58629,PREQUEL
90107,89526,PREQUEL
90108,90107,ADAPTATION
90108,71823,SPIN_OFF
90108,48690,SPIN_OFF
90108,97705,SPIN_OFF
90108,18767,ADAPTATION
90108,57085,ALTERNATIVE
90132,105792,ALTERNATIVE
90138,65435,PARENT
90153,54576,OTHER
90157,42175,OTHER
90194,155037,OTHER
90206,138858,ALTERNATIVE
90240,110940,SEQUEL
90313,13655,PARENT
90314,94819,SEQUEL
90314,82047,PREQUEL
90314,127476,PARENT
90314,129046,ADAPTATION
90320,90460,SEQUEL
90335,90336,SEQUEL
90348,50453,PARENT
90352,90353,ADAPTATION
90366,163411,OTHER
90378,37075,PREQUEL
90390,85167,ADAPTATION
90390,20518,ALTERNATIVE
90391,76954,PREQUEL
90391,90393,SEQUEL
90393,90391,PREQUEL
90393,91113,SEQUEL
90394,76954,SEQUEL
90422,96914,ALTERNATIVE
90450,124890,SEQUEL
90450,126070,ADAPTATION
90455,83107,OTHER
90460,90320,PREQUEL
90464,20496,PARENT
90473,91154,ALTERNATIVE
90473,20496,ADAPTATION
90476,53602,ADAPTATION
90481,79003,PREQUEL
90484,90488,PREQUEL
90510,79263,OTHER
90510,83873,OTHER
90512,88846,PARENT
90513,82205,OTHER
90513,83521,OTHER
90515,21548,ADAPTATION
90515,133567,OTHER
90525,119549,OTHER
90527,90528,SEQUEL
90531,102254,OTHER
90532,57417,OTHER
90532,62641,OTHER
90532,60997,OTHER
90532,62739,OTHER
90549,1966,ADAPTATION
90555,86440,SEQUEL
90555,86442,OTHER
90561,32435,PARENT
90576,82675,OTHER
90583,12959,ADAPTATION
90587,55124,PREQUEL
90595,101289,ADAPTATION
90595,96418,ADAPTATION
90596,20553,PARENT
90606,31046,PREQUEL
90606,118757,SEQUEL
90606,142893,CHARACTER
90611,103165,SEQUEL
90618,141717,PREQUEL
90623,31603,PREQUEL
90640,44739,PARENT
90657,64905,ALTERNATIVE
90657,121749,ALTERNATIVE
90657,65349,ALTERNATIVE
90657,88621,ALTERNATIVE
90657,96241,ALTERNATIVE
90657,16397,ALTERNATIVE
90670,32566,PARENT
90670,40580,PARENT
90670,94657,SEQUEL
90687,131298,OTHER
90689,135077,OTHER
90689,90954,SEQUEL
90693,121144,OTHER
90696,93252,CHARACTER
90696,100711,CHARACTER
90699,157634,PREQUEL
90700,87519,CHARACTER
90700,21046,CHARACTER
90700,109525,PREQUEL
90700,78641,PREQUEL
90701,45832,ALTERNATIVE
90701,69677,ALTERNATIVE
90701,6201,ALTERNATIVE
90719,40580,PARENT
90720,32566,PARENT
90720,40580,PARENT
90721,40580,PARENT
90721,68155,ADAPTATION
90729,83067,OTHER
90729,110073,OTHER
90738,31961,PREQUEL
90749,37842,PREQUEL
90749,33146,PARENT
90752,49683,PREQUEL
90752,167199,SEQUEL
90752,59025,OTHER
90765,101381,ADAPTATION
90765,132545,ADAPTATION
90766,126897,ADAPTATION
90766,142036,SEQUEL
90785,31199,PARENT
90813,48752,PREQUEL
90817,73357,PREQUEL
90817,145527,SEQUEL
90821,91846,SEQUEL
90821,97636,OTHER
90833,34080,PREQUEL
90835,90834,SEQUEL
90836,30775,PREQUEL
90836,127211,SPIN_OFF
90836,170048,SEQUEL
90838,85761,ALTERNATIVE
90852,80067,OTHER
90854,131278,OTHER
90854,68277,OTHER
90855,175396,OTHER
90855,175588,OTHER
90855,175589,OTHER
90855,175590,OTHER
90855,175591,OTHER
90857,74783,PREQUEL
90859,75699,PARENT
90863,5584,PREQUEL
90867,95289,SEQUEL
90868,126499,OTHER
90877,5212,ADAPTATION
90918,74167,CHARACTER
90929,54903,PARENT
90954,135077,OTHER
90954,90689,PREQUEL
90957,6893,ALTERNATIVE
90959,101714,ADAPTATION
90962,89853,ALTERNATIVE
90962,89710,ALTERNATIVE
90963,35909,PREQUEL
90963,108159,SEQUEL
90972,63859,PREQUEL
90975,82257,PARENT
90984,9718,ADAPTATION
90987,95327,PREQUEL
90987,102922,SEQUEL
90987,21286,ADAPTATION
91001,128904,OTHER
91015,142862,OTHER
91015,142863,OTHER
91015,142865,OTHER
91015,143670,OTHER
91038,83063,OTHER
91038,79443,OTHER
91043,68547,OTHER
91049,81433,OTHER
91055,6687,ADAPTATION
91076,20696,ADAPTATION
91081,94646,SEQUEL
91092,31044,PREQUEL
91092,114572,SEQUEL
91092,167494,SPIN_OFF
91101,83983,OTHER
91113,90393,PREQUEL
91116,44720,PARENT
91116,48768,PARENT
91126,290,ALTERNATIVE
91126,30519,ALTERNATIVE
91160,148050,ALTERNATIVE
91166,85346,PREQUEL
91171,112907,ALTERNATIVE
91171,19157,ALTERNATIVE
91171,157824,SEQUEL
91171,164695,OTHER
91171,164710,OTHER
91171,166483,OTHER
91172,40841,OTHER
91172,48614,OTHER
91176,135077,OTHER
91177,50430,PREQUEL
91180,117525,CHARACTER
91180,41858,CHARACTER
91203,47106,PARENT
91203,109385,OTHER
91217,13335,ADAPTATION
91222,141785,ADAPTATION
91222,142929,SIDE_STORY
91222,163205,ADAPTATION
91225,125122,SEQUEL
91258,117896,PARENT
91266,94072,SIDE_STORY
91279,15867,ALTERNATIVE
91294,35599,PREQUEL
91301,113440,SEQUEL
91303,47904,PARENT
91309,6076,ADAPTATION
91321,93541,SIDE_STORY
91321,100074,OTHER
91332,91346,ADAPTATION
91342,143015,OTHER
91344,72925,PREQUEL
91354,147745,SEQUEL
91369,41716,PARENT
91369,41716,PARENT
91374,71457,ALTERNATIVE
91375,47237,PARENT
91376,15021,ADAPTATION
91379,20709,ADAPTATION
91394,125462,ALTERNATIVE
91395,82673,OTHER
91395,82691,OTHER
91395,82719,OTHER
91395,82717,OTHER
91399,82799,OTHER
91399,83919,OTHER
91399,82781,OTHER
91400,120130,CHARACTER
91400,54163,CHARACTER
91400,82645,OTHER
91400,83915,OTHER
91400,142535,OTHER
91400,153213,OTHER
91407,135689,OTHER
91407,136363,OTHER
91407,136365,OTHER
91407,136366,OTHER
91407,136367,OTHER
91407,136369,OTHER
91407,136370,OTHER
91407,136371,OTHER
91407,136372,OTHER
91407,136373,OTHER
91407,136405,OTHER
91407,136408,OTHER
91409,83733,OTHER
91409,149176,ALTERNATIVE
91429,125825,ALTERNATIVE
91436,122393,OTHER
91450,20649,ADAPTATION
91450,114999,SEQUEL
91452,35254,PREQUEL
91453,124994,OTHER
91457,20446,ADAPTATION
91480,130189,ALTERNATIVE
91480,11827,ALTERNATIVE
91493,68245,OTHER
91495,167370,OTHER
91501,124733,SIDE_STORY
91501,124735,OTHER
91501,112058,SPIN_OFF
91501,96699,SEQUEL
91505,97293,PARENT
91519,8216,ADAPTATION
91520,113121,SEQUEL
91526,35393,PARENT
91571,91570,SEQUEL
91571,9905,ADAPTATION
91571,18759,ADAPTATION
91571,108528,SEQUEL
91578,20553,PARENT
91579,18245,ALTERNATIVE
91589,48774,ALTERNATIVE
91632,66733,ADAPTATION
91635,33872,PARENT
91635,113810,OTHER
91641,95866,ALTERNATIVE
91659,21532,ADAPTATION
91667,156352,SEQUEL
91667,156382,OTHER
91669,164087,OTHER
91672,61595,OTHER
91672,68913,OTHER
91672,70629,OTHER
91672,83901,OTHER
91674,124994,OTHER
91700,88542,PARENT
91722,43271,PARENT
91726,20553,PARENT
91739,21541,ADAPTATION
91756,32566,PARENT
91757,32566,PARENT
91758,32566,PARENT
91760,3366,ADAPTATION
91760,131406,PREQUEL
91762,78263,PREQUEL
91762,106666,SEQUEL
91778,94815,CHARACTER
91780,74875,OTHER
91780,83059,OTHER
91781,67913,OTHER
91782,73227,OTHER
91782,84103,OTHER
91782,83195,OTHER
91789,70447,PARENT
91790,70447,PREQUEL
91791,70447,PARENT
91811,30022,PARENT
91823,30332,PARENT
91855,6041,ADAPTATION
91862,43949,SEQUEL
91885,97529,ADAPTATION
91885,119056,ADAPTATION
91885,127804,SPIN_OFF
91885,167517,SIDE_STORY
91892,162746,ADAPTATION
91893,20744,ADAPTATION
91921,113824,OTHER
91928,2486,ADAPTATION
91928,35405,OTHER
91940,31859,PARENT
91946,115061,SPIN_OFF
91951,106578,ADAPTATION
91960,130602,SEQUEL
91981,20818,ADAPTATION
91981,21004,ADAPTATION
91981,21427,ADAPTATION
91981,21859,ADAPTATION
92001,35651,PARENT
92032,4607,ADAPTATION
92041,82683,OTHER
92041,75833,OTHER
92041,73223,OTHER
92041,84045,OTHER
92041,109563,OTHER
92041,110132,OTHER
92041,73267,OTHER
92041,132710,ALTERNATIVE
92041,174186,ADAPTATION
92045,83309,OTHER
92045,83311,OTHER
92046,90006,CHARACTER
92069,98087,ADAPTATION
92070,6091,ADAPTATION
92106,10779,ADAPTATION
92109,124994,OTHER
92111,5424,ADAPTATION
92127,158017,PARENT
92128,77839,OTHER
92128,75479,OTHER
92128,73387,OTHER
92134,85563,ADAPTATION
92134,161364,ADAPTATION
92140,99098,SEQUEL
92147,21073,ALTERNATIVE
92154,97932,ADAPTATION
92154,104286,ADAPTATION
92162,121536,ADAPTATION
92177,81493,ALTERNATIVE
92183,130167,ALTERNATIVE
92205,86777,ADAPTATION
92227,52471,OTHER
92249,94054,PREQUEL
92258,128298,SEQUEL
92264,86787,ADAPTATION
92264,96280,ALTERNATIVE
92268,14131,ADAPTATION
92268,72223,ALTERNATIVE
92270,3910,ADAPTATION
92272,50865,PREQUEL
92291,115848,OTHER
92291,87294,OTHER
92291,30377,OTHER
92291,128788,OTHER
92291,150555,OTHER
92291,167873,OTHER
92314,50939,PREQUEL
92344,76954,ALTERNATIVE
92359,80697,SEQUEL
92365,52386,OTHER
92365,75759,OTHER
92365,52391,OTHER
92375,92999,PREQUEL
92382,118475,OTHER
92382,118481,OTHER
92382,118480,OTHER
92382,118479,OTHER
92382,83099,OTHER
92382,118478,OTHER
92382,118477,OTHER
92382,118476,OTHER
92382,118469,OTHER
92382,118473,OTHER
92419,50242,PARENT
92426,122490,SEQUEL
92441,12057,ADAPTATION
92442,21375,ADAPTATION
92452,31470,PARENT
92455,87065,PARENT
92455,87063,PARENT
92492,101604,ALTERNATIVE
92506,36899,OTHER
92508,174657,OTHER
92509,21614,ADAPTATION
92511,21145,ADAPTATION
92511,50674,OTHER
92511,83665,OTHER
92511,81147,OTHER
92511,46103,OTHER
92512,75129,OTHER
92512,79427,OTHER
92512,83931,OTHER
92528,78117,OTHER
92528,100609,OTHER
92528,113548,OTHER
92542,98498,OTHER
92549,119815,ADAPTATION
92550,98797,ADAPTATION
92550,109287,ADAPTATION
92550,109302,ADAPTATION
92550,126841,ADAPTATION
92550,143440,CHARACTER
92550,169725,SIDE_STORY
92550,169726,SIDE_STORY
92554,98226,ADAPTATION
92554,138509,SPIN_OFF
92577,134272,OTHER
92577,134270,OTHER
92577,134882,OTHER
92583,62283,SEQUEL
92583,150025,PREQUEL
92607,89378,ALTERNATIVE
92607,124990,ALTERNATIVE
92610,99862,ADAPTATION
92624,20645,PARENT
92624,128373,PARENT
92637,85439,ADAPTATION
92642,8039,ADAPTATION
92645,34110,ALTERNATIVE
92650,110774,SEQUEL
92655,31619,ADAPTATION
92655,31620,ADAPTATION
92655,31621,PREQUEL
92655,94430,ADAPTATION
92655,31622,ADAPTATION
92655,31618,ADAPTATION
92655,207,ADAPTATION
92655,117025,SEQUEL
92655,117413,PREQUEL
92655,42374,SPIN_OFF
92657,78427,OTHER
92657,170805,OTHER
92659,83257,OTHER
92659,55771,OTHER
92659,83263,OTHER
92659,119483,SEQUEL
92659,132768,ALTERNATIVE
92660,73239,OTHER
92660,68445,OTHER
92660,80597,OTHER
92660,83083,OTHER
92660,72991,OTHER
92661,82913,OTHER
92668,142113,OTHER
92674,38298,PREQUEL
92682,161624,ALTERNATIVE
92694,2418,ADAPTATION
92706,63753,PREQUEL
92729,17827,ALTERNATIVE
92729,123539,PREQUEL
92738,103566,SIDE_STORY
92750,109130,SPIN_OFF
92752,115523,SPIN_OFF
92757,129930,SEQUEL
92766,20033,ADAPTATION
92766,147648,SPIN_OFF
92771,100905,SPIN_OFF
92773,42336,PREQUEL
92776,52040,ADAPTATION
92784,59283,PREQUEL
92784,92785,SEQUEL
92785,92784,PREQUEL
92785,116432,SEQUEL
92794,39044,PREQUEL
92798,21668,ADAPTATION
92798,98433,ADAPTATION
92805,124994,OTHER
92816,83053,OTHER
92817,83895,OTHER
92817,81553,OTHER
92817,68455,OTHER
92817,133378,OTHER
92818,62549,OTHER
92818,62485,OTHER
92818,68963,OTHER
92818,68889,OTHER
92818,61181,OTHER
92818,73281,OTHER
92829,98325,SEQUEL
92829,85902,ALTERNATIVE
92829,103233,ALTERNATIVE
92829,48446,ALTERNATIVE
92829,86226,ALTERNATIVE
92829,113609,ALTERNATIVE
92829,80221,SEQUEL
92829,97519,ALTERNATIVE
92829,103211,ALTERNATIVE
92829,113610,ALTERNATIVE
92829,122005,ALTERNATIVE
92829,148335,ALTERNATIVE
92844,160379,SPIN_OFF
92874,20787,ALTERNATIVE
92877,125034,CHARACTER
92883,95254,PREQUEL
92883,111962,SEQUEL
92883,108949,SEQUEL
92893,117370,OTHER
92903,20672,ADAPTATION
92903,112455,ADAPTATION
92917,107674,OTHER
92920,92921,SEQUEL
92921,92920,PREQUEL
92923,103234,ADAPTATION
92934,94203,ADAPTATION
92948,51614,ADAPTATION
92969,127229,ADAPTATION
92981,122227,SIDE_STORY
92985,72223,PARENT
92992,85492,OTHER
92997,142322,OTHER
93026,20553,PARENT
93042,21466,ADAPTATION
93042,94605,ALTERNATIVE
93043,172759,SEQUEL
93047,103597,OTHER
93054,94388,PARENT
93055,34945,PARENT
93055,167088,SIDE_STORY
93058,109598,SIDE_STORY
93058,109615,OTHER
93058,109614,OTHER
93061,55081,PARENT
93061,55082,ADAPTATION
93069,98515,ADAPTATION
93069,114703,SEQUEL
93069,114704,ADAPTATION
93071,85867,ALTERNATIVE
93113,20643,ALTERNATIVE
93128,82165,ADAPTATION
93129,85801,SEQUEL
93129,98024,PREQUEL
93135,135077,OTHER
93172,85539,ALTERNATIVE
93175,119483,OTHER
93195,84081,OTHER
93195,82561,OTHER
93196,171354,SIDE_STORY
93202,105363,OTHER
93203,159797,SPIN_OFF
93212,93945,SEQUEL
93215,45459,PREQUEL
93215,94532,ADAPTATION
93243,118914,PREQUEL
93244,41516,PARENT
93258,21150,ALTERNATIVE
93277,31161,PARENT
93278,98667,ALTERNATIVE
93279,113764,SEQUEL
93279,131445,ALTERNATIVE
93291,3479,ALTERNATIVE
93291,93336,SEQUEL
93291,58747,OTHER
93293,53881,PARENT
93312,120644,ALTERNATIVE
93312,120815,ALTERNATIVE
93317,85650,PREQUEL
93318,46188,PARENT
93328,107790,ALTERNATIVE
93328,66671,ALTERNATIVE
93328,43290,ALTERNATIVE
93328,7651,ALTERNATIVE
93330,145054,ADAPTATION
93336,93291,PREQUEL
93336,21401,ALTERNATIVE
93336,94662,SEQUEL
93336,121896,SEQUEL
93368,101004,ADAPTATION
93368,86338,ADAPTATION
93368,117448,ADAPTATION
93383,93365,PREQUEL
93383,93384,SEQUEL
93383,35654,PARENT
93407,93168,PARENT
93408,100487,SEQUEL
93408,121090,ALTERNATIVE
93408,21190,ALTERNATIVE
93424,86273,ADAPTATION
93431,52603,OTHER
93435,93436,ALTERNATIVE
93435,108840,ALTERNATIVE
93456,116993,SIDE_STORY
93456,89246,OTHER
93456,40542,OTHER
93456,174689,OTHER
93456,37460,OTHER
93467,31965,PARENT
93467,148988,OTHER
93474,98307,ADAPTATION
93477,137210,OTHER
93483,83755,SEQUEL
93489,137886,OTHER
93495,57725,OTHER
93495,125118,OTHER
93495,57723,OTHER
93495,57729,OTHER
93495,125121,OTHER
93495,57737,OTHER
93495,125123,OTHER
93498,82779,OTHER
93498,80917,OTHER
93498,83251,OTHER
93499,75551,OTHER
93504,84019,OTHER
93504,82679,OTHER
93504,69491,OTHER
93508,151188,OTHER
93534,174657,OTHER
93538,52314,OTHER
93540,60005,OTHER
93540,78427,OTHER
93541,91321,PARENT
93544,2291,ADAPTATION
93544,79629,ALTERNATIVE
93544,115397,ALTERNATIVE
93544,115807,ALTERNATIVE
93544,115808,OTHER
93557,21594,ADAPTATION
93558,97440,ADAPTATION
93566,21105,ADAPTATION
93566,21169,ADAPTATION
93566,21869,ADAPTATION
93572,72223,PARENT
93591,54562,PARENT
93598,83097,OTHER
93614,21419,ADAPTATION
93614,138158,SEQUEL
93630,49739,PARENT
93660,97821,ADAPTATION
93662,98239,ADAPTATION
93662,3077,ADAPTATION
93662,119345,ADAPTATION
93662,119346,ADAPTATION
93662,171505,PARENT
93663,21221,ALTERNATIVE
93663,99891,PREQUEL
93663,97645,ALTERNATIVE
93663,20730,ALTERNATIVE
93678,86620,PREQUEL
93701,68157,ALTERNATIVE
93701,79141,ALTERNATIVE
93707,83835,PARENT
93708,20721,ADAPTATION
93715,134989,SEQUEL
93751,117429,OTHER
93771,20786,PARENT
93804,156473,OTHER
93804,157158,OTHER
93804,157830,OTHER
93813,162200,SEQUEL
93815,86263,ALTERNATIVE
93831,95746,ADAPTATION
93834,87220,ADAPTATION
93851,137769,SEQUEL
93851,30377,OTHER
93851,85879,OTHER
93851,167873,OTHER
93876,85686,OTHER
93876,105905,OTHER
93876,54144,OTHER
93884,85806,PREQUEL
93885,101376,SEQUEL
93901,96360,SEQUEL
93901,125446,ADAPTATION
93915,85221,PREQUEL
93923,93924,SIDE_STORY
93923,9944,ADAPTATION
93976,69011,OTHER
93976,68505,OTHER
93983,54150,OTHER
93984,157796,SIDE_STORY
93988,21370,ADAPTATION
93988,94071,SIDE_STORY
93988,119025,OTHER
93989,84085,OTHER
93989,128040,OTHER
93989,136049,ADAPTATION
94006,83411,OTHER
94006,84111,OTHER
94006,132475,OTHER
94006,132476,OTHER
94006,143583,OTHER
94022,21142,ADAPTATION
94024,98623,ADAPTATION
94025,59169,OTHER
94026,113740,PARENT
94034,94033,PREQUEL
94037,176408,OTHER
94038,83831,OTHER
94038,83307,OTHER
94047,21576,ADAPTATION
94065,84525,OTHER
94071,93988,PARENT
94072,91266,PARENT
94072,121889,SIDE_STORY
94074,94075,PREQUEL
94074,102881,PREQUEL
94075,102881,PARENT
94076,107533,SEQUEL
94079,107096,ADAPTATION
94081,100309,ADAPTATION
94094,75,ADAPTATION
94094,50540,ALTERNATIVE
94094,43393,ALTERNATIVE
94095,99726,ADAPTATION
94095,100684,ADAPTATION
94107,101350,ADAPTATION
94107,117075,SEQUEL
94113,68271,ADAPTATION
94123,107698,SPIN_OFF
94123,143323,SEQUEL
94140,31964,PARENT
94153,146855,OTHER
94153,146861,OTHER
94153,146862,OTHER
94153,146873,OTHER
94153,146894,OTHER
94153,146895,OTHER
94153,146904,OTHER
94153,146924,OTHER
94153,146932,OTHER
94153,146933,OTHER
94153,146981,OTHER
94153,146982,OTHER
94158,83227,OTHER
94184,74035,OTHER
94184,68285,OTHER
94184,62587,OTHER
94184,82903,OTHER
94184,73071,OTHER
94184,68289,OTHER
94184,68773,OTHER
94184,61791,OTHER
94184,68537,OTHER
94184,68529,OTHER
94186,56221,OTHER
94186,60329,OTHER
94186,67949,OTHER
94186,60327,OTHER
94188,115005,OTHER
94193,21080,ALTERNATIVE
94196,105694,PREQUEL
94199,174595,ALTERNATIVE
94226,98270,ADAPTATION
94246,20932,ALTERNATIVE
94247,20919,ALTERNATIVE
94262,31472,PARENT
94283,134030,CHARACTER
94283,127760,CHARACTER
94283,134054,CHARACTER
94291,148985,CHARACTER
94291,149035,CHARACTER
94291,91761,ALTERNATIVE
94292,134100,SEQUEL
94305,94710,CHARACTER
94305,94710,CHARACTER
94323,109513,OTHER
94332,113819,OTHER
94336,59271,OTHER
94336,59277,OTHER
94336,59273,OTHER
94336,59179,OTHER
94336,68485,OTHER
94336,59269,OTHER
94336,59265,OTHER
94336,59267,OTHER
94336,164507,OTHER
94341,87463,CHARACTER
94345,55409,PARENT
94350,135763,OTHER
94350,135764,OTHER
94350,135766,OTHER
94350,135767,OTHER
94350,135768,OTHER
94368,161955,OTHER
94369,112733,OTHER
94373,106241,OTHER
94384,85708,OTHER
94384,85707,OTHER
94410,86139,ALTERNATIVE
94410,123737,CHARACTER
94411,94406,SEQUEL
94425,86363,OTHER
94425,134563,OTHER
94427,110084,SEQUEL
94430,92655,ADAPTATION
94430,31618,ALTERNATIVE
94446,99638,ADAPTATION
94450,2093,ADAPTATION
94490,135356,SEQUEL
94490,142443,CHARACTER
94490,145385,SPIN_OFF
94490,166910,ADAPTATION
94504,170651,OTHER
94505,170651,OTHER
94518,98461,PREQUEL
94532,93215,ADAPTATION
94532,45459,ADAPTATION
94537,21615,ALTERNATIVE
94542,35254,PARENT
94552,60307,CHARACTER
94558,30054,ADAPTATION
94561,31057,ALTERNATIVE
94561,35756,ALTERNATIVE
94561,127334,ALTERNATIVE
94563,85801,PREQUEL
94567,5356,PARENT
94567,45480,CHARACTER
94575,17919,ADAPTATION
94577,52365,PARENT
94589,21173,ADAPTATION
94589,21160,ADAPTATION
94589,86153,OTHER
94592,84505,OTHER
94599,156794,OTHER
94601,103299,PREQUEL
94603,152389,SEQUEL
94603,152442,OTHER
94605,97621,ADAPTATION
94605,21521,ADAPTATION
