media_id,score,amount
101719,30,21
101719,40,28
101719,50,54
101719,60,108
101719,70,267
101719,80,295
101719,90,225
101719,100,64
97994,10,404
97994,20,358
97994,30,895
97994,40,1744
97994,50,5034
97994,60,9901
97994,70,21843
97994,80,18628
97994,90,8481
97994,100,3779
93940,10,4
93940,20,2
93940,30,14
93940,40,19
93940,50,49
93940,60,69
93940,70,125
93940,80,105
93940,90,74
93940,100,39
21234,10,897
21234,20,567
21234,30,1443
21234,40,2780
21234,50,5740
21234,60,12264
21234,70,32503
21234,80,64648
21234,90,70362
21234,100,45676
69325,10,31
69325,20,22
69325,30,72
69325,40,121
69325,50,244
69325,60,414
69325,70,1173
69325,80,2191
69325,90,2451
69325,100,1217
14741,10,607
14741,20,388
14741,30,1151
14741,40,2226
14741,50,5629
14741,60,11657
14741,70,29598
14741,80,39104
14741,90,23411
14741,100,12097
16934,10,91
16934,20,78
16934,30,231
16934,40,413
16934,50,1455
16934,60,3163
16934,70,8151
16934,80,7623
16934,90,3339
16934,100,1905
18671,10,328
18671,20,314
18671,30,962
18671,40,1839
18671,50,4078
18671,60,8327
18671,70,19221
18671,80,21430
18671,90,12030
18671,100,6253
20582,10,49
20582,20,47
20582,30,117
20582,40,272
20582,50,855
20582,60,1672
20582,70,2919
20582,80,1645
20582,90,738
20582,100,585
20777,10,42
20777,20,49
20777,30,119
20777,40,203
20777,50,669
20777,60,1312
20777,70,2173
20777,80,1199
20777,90,595
20777,100,461
70099,10,5
70099,20,1
70099,30,4
70099,40,4
70099,50,13
70099,60,28
70099,70,62
70099,80,73
70099,90,69
70099,100,65
98762,10,100
98762,20,55
98762,30,148
98762,40,277
98762,50,698
98762,60,1698
98762,70,4940
98762,80,9499
98762,90,7666
98762,100,4675
20889,10,47
20889,20,60
20889,30,136
20889,40,267
20889,50,885
20889,60,1849
20889,70,4628
20889,80,3836
20889,90,1711
20889,100,1013
110292,10,36
110292,20,31
110292,30,50
110292,40,58
110292,50,166
110292,60,194
110292,70,217
110292,80,115
110292,90,82
110292,100,97
15879,10,73
15879,20,115
15879,30,236
15879,40,481
15879,50,1105
15879,60,2025
15879,70,2267
15879,80,1163
15879,90,568
15879,100,463
15687,10,59
15687,20,81
15687,30,182
15687,40,398
15687,50,1226
15687,60,2527
15687,70,4918
15687,80,3382
15687,90,1372
15687,100,932
19021,10,70
19021,20,50
19021,30,146
19021,40,286
19021,50,809
19021,60,1625
19021,70,3176
19021,80,2489
19021,90,1307
19021,100,933
20660,10,24
20660,20,24
20660,30,52
20660,40,107
20660,50,408
20660,60,782
20660,70,1421
20660,80,747
20660,90,394
20660,100,306
1575,10,829
1575,20,428
1575,30,983
1575,40,1639
1575,50,3467
1575,60,6172
1575,70,16332
1575,80,37157
1575,90,58268
1575,100,48404
1953,10,63
1953,20,65
1953,30,112
1953,40,189
1953,50,537
1953,60,783
1953,70,1103
1953,80,533
1953,90,246
1953,100,183
139044,10,2
139044,30,1
139044,40,9
139044,50,3
139044,60,14
139044,70,8
139044,80,2
139044,90,1
139044,100,3
658,10,33
658,20,17
658,30,42
658,40,81
658,50,280
658,60,624
658,70,1741
658,80,2432
658,90,1766
658,100,731
31218,10,6
31218,20,4
31218,30,7
31218,40,11
31218,50,23
31218,60,53
31218,70,109
31218,80,240
31218,90,319
31218,100,230
96480,30,1
96480,40,2
96480,50,1
96480,60,2
96480,70,4
96480,80,3
41623,10,2
41623,30,2
41623,40,3
41623,50,5
41623,60,11
41623,70,16
41623,80,12
41623,90,7
41623,100,4
72897,10,1
72897,20,2
72897,30,3
72897,40,5
72897,50,22
72897,60,33
72897,70,25
72897,80,14
72897,90,7
72897,100,8
33571,10,5
33571,20,3
33571,30,4
33571,40,9
33571,50,12
33571,60,15
33571,70,54
33571,80,112
33571,90,170
33571,100,202
109216,30,3
109216,50,3
109216,60,6
109216,70,17
109216,80,11
109216,90,5
109216,100,2
46197,10,4
46197,30,3
46197,50,3
46197,60,13
46197,70,21
46197,80,14
46197,90,6
46197,100,6
108473,30,4
108473,40,4
108473,50,3
108473,60,7
108473,70,5
108473,80,2
108473,90,2
33569,10,1
33569,30,5
33569,40,4
33569,50,18
33569,60,28
33569,70,100
33569,80,95
33569,90,55
33569,100,21
33572,10,6
33572,20,2
33572,30,4
33572,40,3
33572,50,19
33572,60,41
33572,70,169
33572,80,461
33572,90,555
33572,100,291
96314,10,9
96314,20,2
96314,30,17
96314,40,27
96314,50,99
96314,60,82
96314,70,46
96314,80,26
96314,90,9
96314,100,6
33573,10,7
33573,20,1
33573,30,5
33573,40,4
33573,50,12
33573,60,26
33573,70,158
33573,80,360
33573,90,394
33573,100,209
106213,10,1
106213,30,1
106213,50,1
106213,60,3
106213,70,9
106213,80,7
106213,90,4
106213,100,2
101161,10,70
101161,20,47
101161,30,91
101161,40,157
101161,50,323
101161,60,453
101161,70,874
101161,80,817
101161,90,470
101161,100,212
3002,10,123
3002,20,42
3002,30,113
3002,40,243
3002,50,516
3002,60,1100
3002,70,3489
3002,80,7828
3002,90,8375
3002,100,4259
10271,10,73
10271,20,20
10271,30,74
10271,40,130
10271,50,338
10271,60,874
10271,70,2742
10271,80,5654
10271,90,5667
10271,100,3074
95339,10,2
95339,20,2
95339,30,2
95339,40,1
95339,50,2
95339,60,16
95339,70,25
95339,80,14
95339,90,6
95339,100,7
33574,10,6
33574,20,4
33574,30,8
33574,40,10
33574,50,40
33574,60,89
33574,70,261
33574,80,506
33574,90,459
33574,100,192
46659,10,5
46659,20,3
46659,30,5
46659,40,14
46659,50,32
46659,60,70
46659,70,259
46659,80,407
46659,90,334
46659,100,133
89278,10,3
89278,20,4
89278,30,3
89278,40,4
89278,50,10
89278,60,27
89278,70,103
89278,80,216
89278,90,358
89278,100,378
101556,10,2
101556,20,4
101556,30,5
101556,40,3
101556,50,16
101556,60,37
101556,70,83
101556,80,145
101556,90,100
101556,100,48
128766,20,1
128766,50,3
128766,60,2
128766,70,3
128766,80,3
128766,90,1
128766,100,2
33575,10,9
33575,20,3
33575,30,11
33575,40,18
33575,50,56
33575,60,97
33575,70,258
33575,80,581
33575,90,714
33575,100,446
107422,20,1
107422,30,2
107422,40,2
107422,50,2
107422,60,9
107422,70,9
107422,80,6
107422,90,3
107422,100,3
85606,10,3
85606,20,2
85606,30,5
85606,40,4
85606,50,20
85606,60,35
85606,70,54
85606,80,53
85606,90,19
85606,100,14
33576,10,3
33576,30,4
33576,40,10
33576,50,19
33576,60,65
33576,70,170
33576,80,222
33576,90,118
33576,100,46
56657,10,4
56657,20,2
56657,30,5
56657,40,9
56657,50,29
56657,60,58
56657,70,139
56657,80,126
56657,90,64
56657,100,17
30613,10,3
30613,30,1
30613,40,6
30613,50,30
30613,60,81
30613,70,254
30613,80,248
30613,90,145
30613,100,36
127285,20,1
127285,40,1
127285,50,1
127285,60,2
127285,70,1
127285,80,1
127285,90,3
127285,100,1
143455,10,19
143455,20,40
143455,30,72
143455,40,93
143455,50,226
143455,60,317
143455,70,222
143455,80,82
143455,90,60
143455,100,51
146866,10,10
146866,20,12
146866,30,21
146866,40,35
146866,50,70
146866,60,68
146866,70,30
146866,80,13
146866,90,8
146866,100,7
153278,10,1
153278,40,2
153278,50,3
153278,60,9
153278,70,6
153278,80,5
153278,90,1
151067,10,3
151067,20,7
151067,30,6
151067,40,12
151067,50,24
151067,60,32
151067,70,16
151067,80,5
151067,90,10
151067,100,4
72381,10,3
72381,20,2
72381,30,1
72381,40,2
72381,50,7
72381,60,13
72381,70,20
72381,80,10
72381,90,5
72381,100,7
141972,50,2
141972,60,2
141972,70,3
141972,100,4
17277,10,23
17277,20,30
17277,30,41
17277,40,37
17277,50,126
17277,60,122
17277,70,102
17277,80,46
17277,90,20
17277,100,23
31528,10,16
31528,20,7
31528,30,15
31528,40,36
31528,50,55
31528,60,109
31528,70,187
31528,80,188
31528,90,130
31528,100,128
41496,10,1
41496,30,1
41496,40,3
41496,50,4
41496,60,9
41496,70,21
41496,80,24
41496,90,22
41496,100,22
133106,10,1
133106,40,1
133106,50,3
133106,60,1
133106,70,8
133106,80,16
133106,90,28
133106,100,26
2904,10,497
2904,20,301
2904,30,692
2904,40,1115
2904,50,2115
2904,60,3820
2904,70,9568
2904,80,20586
2904,90,38089
2904,100,45757
112900,10,15
112900,20,15
112900,30,22
112900,40,44
112900,50,113
112900,60,128
112900,70,98
112900,80,46
112900,90,27
112900,100,21
5163,10,40
5163,20,46
5163,30,83
5163,40,115
5163,50,295
5163,60,517
5163,70,687
5163,80,371
5163,90,197
5163,100,136
97880,10,234
97880,20,156
97880,30,344
97880,40,583
97880,50,1091
97880,60,2087
97880,70,5152
97880,80,7999
97880,90,5985
97880,100,3886
117408,10,20
117408,20,11
117408,30,23
117408,40,37
117408,50,95
117408,60,143
117408,70,155
117408,80,83
117408,90,57
117408,100,42
101813,10,36
101813,20,30
101813,30,53
101813,40,108
101813,50,284
101813,60,487
101813,70,1253
101813,80,2009
101813,90,1419
101813,100,921
101812,10,68
101812,20,53
101812,30,76
101812,40,195
101812,50,378
101812,60,631
101812,70,1590
101812,80,1711
101812,90,998
101812,100,680
101811,10,44
101811,20,28
101811,30,54
101811,40,142
101811,50,337
101811,60,602
101811,70,1763
101811,80,2487
101811,90,1408
101811,100,877
125783,10,6
125783,20,13
125783,30,12
125783,40,29
125783,50,50
125783,60,37
125783,70,23
125783,80,17
125783,90,13
125783,100,9
116767,40,1
116767,50,2
116767,60,3
116767,70,6
116767,80,3
116767,90,12
116767,100,11
108187,30,2
108187,40,4
108187,50,6
108187,60,8
108187,70,21
108187,80,16
108187,90,13
108187,100,14
12685,10,170
12685,20,208
12685,30,270
12685,40,474
12685,50,886
12685,60,1431
12685,70,1402
12685,80,698
12685,90,379
12685,100,278
6768,10,30
6768,20,20
6768,30,30
6768,40,43
6768,50,197
6768,60,277
6768,70,583
6768,80,566
6768,90,304
6768,100,219
4596,10,30
4596,20,15
4596,30,34
4596,40,49
4596,50,186
4596,60,310
4596,70,619
4596,80,509
4596,90,230
4596,100,177
9591,10,113
9591,20,88
9591,30,91
9591,40,113
9591,50,213
9591,60,214
9591,70,126
9591,80,73
9591,90,29
9591,100,36
8728,10,30
8728,20,62
8728,30,92
8728,40,126
8728,50,311
8728,60,488
8728,70,587
8728,80,273
8728,90,148
8728,100,120
18881,10,62
18881,20,71
18881,30,65
18881,40,72
18881,50,145
18881,60,128
18881,70,71
18881,80,37
18881,90,18
18881,100,26
132317,10,13
132317,20,13
132317,30,22
132317,40,28
132317,50,91
132317,60,92
132317,70,55
132317,80,31
132317,90,18
132317,100,10
31530,10,7
31530,20,11
31530,30,13
31530,40,30
31530,50,39
31530,60,65
31530,70,62
31530,80,33
31530,90,17
31530,100,15
31547,10,6
31547,20,2
31547,30,17
31547,40,30
31547,50,51
31547,60,73
31547,70,113
31547,80,87
31547,90,29
31547,100,25
126220,30,1
126220,50,3
126220,60,3
126220,70,4
126220,80,3
126220,90,3
126220,100,2
55854,20,2
55854,30,1
55854,40,3
55854,50,7
55854,60,19
55854,70,18
55854,80,8
55854,90,10
55854,100,8
114609,10,1
114609,20,1
114609,40,2
114609,50,2
114609,60,4
114609,70,7
114609,80,10
114609,90,15
114609,100,6
93140,30,2
93140,50,4
93140,60,3
93140,70,5
93140,80,1
93140,90,2
93140,100,3
110253,10,32
110253,20,22
110253,30,37
110253,40,52
110253,50,167
110253,60,195
110253,70,117
110253,80,44
110253,90,17
110253,100,27
8888,10,95
8888,20,121
8888,30,252
8888,40,494
8888,50,1045
8888,60,2010
8888,70,4319
8888,80,3330
8888,90,1456
8888,100,631
96683,10,1
96683,40,2
96683,50,3
96683,60,3
96683,70,6
96683,80,7
96683,90,3
96683,100,3
15201,10,68
15201,20,90
15201,30,184
15201,40,341
15201,50,655
15201,60,1191
15201,70,2445
15201,80,1826
15201,90,797
15201,100,385
21178,10,90
21178,20,128
21178,30,229
21178,40,374
21178,50,667
21178,60,1080
21178,70,2111
21178,80,1610
21178,90,813
21178,100,426
109005,10,16
109005,20,14
109005,30,22
109005,40,35
109005,50,65
109005,60,78
109005,70,81
109005,80,47
109005,90,19
109005,100,18
109004,10,20
109004,20,20
109004,30,19
109004,40,28
109004,50,66
109004,60,66
109004,70,91
109004,80,49
109004,90,22
109004,100,16
15199,10,59
15199,20,81
15199,30,179
15199,40,373
15199,50,661
15199,60,1320
15199,70,2752
15199,80,2098
15199,90,955
15199,100,439
109003,10,16
109003,20,18
109003,30,14
109003,40,35
109003,50,76
109003,60,77
109003,70,101
109003,80,56
109003,90,33
109003,100,16
15197,10,69
15197,20,99
15197,30,196
15197,40,349
15197,50,751
15197,60,1501
15197,70,3217
15197,80,2920
15197,90,1369
15197,100,587
109002,10,15
109002,20,17
109002,30,21
109002,40,44
109002,50,73
109002,60,114
109002,70,151
109002,80,80
109002,90,46
109002,100,22
126830,10,9
126830,20,1
126830,30,1
126830,40,3
126830,50,5
126830,60,1
126830,70,8
126830,80,12
126830,90,16
126830,100,14
126416,50,2
126416,70,2
126416,80,1
126416,90,1
126416,100,2
144050,30,1
144050,40,1
144050,50,2
144050,70,1
144050,100,1
126169,10,9
126169,20,14
126169,30,15
126169,40,31
126169,50,48
126169,60,38
126169,70,22
126169,80,18
126169,90,23
126169,100,21
42042,10,5
42042,30,3
42042,40,4
42042,50,8
42042,60,6
42042,70,12
42042,80,7
42042,90,6
42042,100,12
1,10,451
1,20,145
1,30,337
1,40,711
1,50,1814
1,60,3728
1,70,11180
1,80,24322
1,90,39684
1,100,38340
4037,10,15
4037,20,21
4037,30,46
4037,40,91
4037,50,282
4037,60,537
4037,70,911
4037,80,682
4037,90,323
4037,100,322
5,10,85
5,20,27
5,30,64
5,40,150
5,50,516
5,60,1217
5,70,4317
5,80,9420
5,90,9502
5,100,4760
17205,10,76
17205,20,90
17205,30,109
17205,40,197
17205,50,639
17205,60,631
17205,70,414
17205,80,181
17205,90,122
17205,100,280
30173,10,20
30173,20,17
30173,30,21
30173,40,52
30173,50,96
30173,60,180
30173,70,291
30173,80,191
30173,90,110
30173,100,98
30174,10,2
30174,20,10
30174,30,13
30174,40,20
30174,50,44
30174,60,71
30174,70,62
30174,80,21
30174,90,26
30174,100,12
99423,10,3754
99423,20,3334
99423,30,6083
99423,40,9277
99423,50,14092
99423,60,23357
99423,70,38122
99423,80,36287
99423,90,27007
99423,100,21787
100937,10,93
100937,20,79
100937,30,121
100937,40,196
100937,50,335
100937,60,622
100937,70,1118
100937,80,1092
100937,90,719
100937,100,698
101268,10,13
101268,20,9
101268,30,12
101268,40,20
101268,50,48
101268,60,65
101268,70,119
101268,80,109
101268,90,86
101268,100,166
105190,10,573
105190,20,654
105190,30,1312
105190,40,2016
105190,50,4088
105190,60,6988
105190,70,14573
105190,80,13887
105190,90,7588
105190,100,3793
78881,10,28
78881,20,33
78881,30,65
78881,40,107
78881,50,217
78881,60,344
78881,70,786
78881,80,898
78881,90,655
78881,100,307
114737,10,1
114737,50,1
114737,60,1
114737,70,3
114737,80,2
114737,90,2
114737,100,1
6880,10,774
6880,20,1000
6880,30,2241
6880,40,4113
6880,50,7715
6880,60,14171
6880,70,23293
6880,80,17013
6880,90,8115
6880,100,3781
33986,10,69
33986,20,73
33986,30,234
33986,40,338
33986,50,680
33986,60,1299
33986,70,2989
33986,80,4083
33986,90,2597
33986,100,1298
87066,40,1
87066,50,8
87066,60,2
87066,70,13
87066,80,9
87066,90,5
87066,100,9
95578,10,1
95578,30,4
95578,40,7
95578,50,8
95578,60,19
95578,70,36
95578,80,33
95578,90,25
95578,100,24
10418,10,90
10418,20,136
10418,30,265
10418,40,526
10418,50,1331
10418,60,2297
10418,70,3287
10418,80,1716
10418,90,668
10418,100,370
103139,10,1962
103139,20,2098
103139,30,3496
103139,40,5521
103139,50,7844
103139,60,12828
103139,70,19092
103139,80,14591
103139,90,8472
103139,100,5276
107704,10,35
107704,20,29
107704,30,54
107704,40,102
107704,50,227
107704,60,331
107704,70,748
107704,80,1368
107704,90,1514
107704,100,1811
85802,10,459
85802,20,358
85802,30,593
85802,40,837
85802,50,1049
85802,60,1651
85802,70,2707
85802,80,2692
85802,90,2183
85802,100,1871
125470,10,6
125470,20,3
125470,30,9
125470,40,4
125470,50,25
125470,60,17
125470,70,18
125470,80,17
125470,90,8
125470,100,10
163094,20,1
163094,30,2
163094,40,1
163094,50,5
163094,60,4
163094,70,8
163094,80,7
163094,90,7
163094,100,15
20920,10,885
20920,20,957
20920,30,2206
20920,40,3529
20920,50,8028
20920,60,15456
20920,70,35504
20920,80,39449
20920,90,21361
20920,100,11242
85161,10,16
85161,20,22
85161,30,43
85161,40,57
85161,50,139
85161,60,290
85161,70,665
85161,80,603
85161,90,343
85161,100,174
85634,10,3
85634,20,1
85634,30,6
85634,40,4
85634,50,19
85634,60,44
85634,70,85
85634,80,99
85634,90,73
85634,100,31
85635,20,1
85635,40,2
85635,50,8
85635,60,21
85635,70,35
85635,80,74
85635,90,63
85635,100,49
85162,10,11
85162,20,12
85162,30,9
85162,40,22
85162,50,45
85162,60,77
85162,70,190
85162,80,367
85162,90,415
85162,100,315
120258,40,1
120258,50,2
120258,60,5
120258,70,14
120258,80,19
120258,90,14
120258,100,7
142917,10,1
142917,30,1
142917,50,1
142917,60,2
142917,70,1
142917,100,1
151045,50,1
151045,70,1
151045,80,1
151045,90,1
99142,40,1
99142,50,8
99142,60,7
99142,70,41
99142,80,53
99142,90,37
99142,100,18
99141,30,3
99141,40,1
99141,50,11
99141,60,31
99141,70,60
99141,80,74
99141,90,37
99141,100,24
142408,50,1
142408,60,1
142408,90,1
142408,100,2
120779,10,6
120779,20,4
120779,30,3
120779,40,3
120779,50,14
120779,60,20
120779,70,38
120779,80,25
120779,90,22
120779,100,14
101167,10,492
101167,20,443
101167,30,1237
101167,40,2228
101167,50,5324
101167,60,10761
101167,70,23990
101167,80,20982
101167,90,10440
101167,100,5335
112124,10,234
112124,20,177
112124,30,424
112124,40,786
112124,50,1999
112124,60,3997
112124,70,9874
112124,80,11242
112124,90,6460
112124,100,3384
127368,10,76
127368,20,68
127368,30,145
127368,40,291
127368,50,680
127368,60,1318
127368,70,1950
127368,80,1069
127368,90,603
127368,100,433
129196,10,85
129196,20,62
129196,30,150
129196,40,274
129196,50,740
129196,60,1545
129196,70,4741
129196,80,7288
129196,90,4286
129196,100,2199
155211,10,49
155211,20,29
155211,30,59
155211,40,121
155211,50,266
155211,60,604
155211,70,2113
155211,80,4942
155211,90,4851
155211,100,2684
112125,10,230
112125,20,230
112125,30,412
112125,40,700
112125,50,1511
112125,60,2564
112125,70,2603
112125,80,1396
112125,90,791
112125,100,610
101166,10,146
101166,20,99
101166,30,276
101166,40,495
101166,50,1321
101166,60,2499
101166,70,6093
101166,80,5731
101166,90,2964
101166,100,1739
123664,30,1
123664,40,4
123664,60,4
123664,70,5
123664,80,1
123664,90,1
123664,100,2
167505,50,1
167505,80,1
167505,100,1
21660,10,155
21660,20,185
21660,30,389
21660,40,670
21660,50,1828
21660,60,3523
21660,70,5875
21660,80,3315
21660,90,1507
21660,100,984
92671,10,3
92671,40,7
92671,50,11
92671,60,44
92671,70,35
92671,80,15
92671,90,5
92671,100,7
21676,10,259
21676,20,347
21676,30,762
21676,40,1389
21676,50,2755
21676,60,5186
21676,70,9109
21676,80,5969
21676,90,2708
21676,100,1314
98035,10,430
98035,20,473
98035,30,1123
98035,40,2075
98035,50,3594
98035,60,6814
98035,70,12389
98035,80,10417
98035,90,5683
98035,100,2710
356,10,627
356,20,663
356,30,1650
356,40,3164
356,50,5855
356,60,10622
356,70,17327
356,80,13298
356,90,7020
356,100,3666
100855,10,56
100855,20,43
100855,30,84
100855,40,160
100855,50,591
100855,60,1257
100855,70,3575
100855,80,4781
100855,90,2844
100855,100,1946
87199,10,1
87199,30,5
87199,40,3
87199,50,10
87199,60,15
87199,70,56
87199,80,93
87199,90,61
87199,100,50
30715,10,7
30715,20,8
30715,30,23
30715,40,44
30715,50,63
30715,60,109
30715,70,255
30715,80,209
30715,90,129
30715,100,103
131587,10,5
131587,30,1
131587,40,2
131587,50,5
131587,60,5
131587,70,19
131587,80,61
131587,90,32
131587,100,42
114017,10,1
114017,40,1
114017,70,9
114017,80,4
114017,90,1
114017,100,3
110851,10,54
110851,20,54
110851,30,111
110851,40,197
110851,50,847
110851,60,1637
110851,70,3596
110851,80,2436
110851,90,1013
110851,100,442
103275,10,133
103275,20,83
103275,30,242
103275,40,379
103275,50,942
103275,60,1766
103275,70,4655
103275,80,8039
103275,90,6065
103275,100,2965
103277,10,33
103277,20,35
103277,30,60
103277,40,116
103277,50,285
103277,60,584
103277,70,1572
103277,80,1984
103277,90,1259
103277,100,566
103276,10,77
103276,20,67
103276,30,202
103276,40,405
103276,50,725
103276,60,1539
103276,70,2646
103276,80,1790
103276,90,841
103276,100,338
127149,10,40
127149,20,24
127149,30,58
127149,40,83
127149,50,238
127149,60,442
127149,70,1097
127149,80,1379
127149,90,841
127149,100,651
101184,10,21
101184,20,11
101184,30,18
101184,40,19
101184,50,89
101184,60,96
101184,70,238
101184,80,176
101184,90,182
101184,100,169
97815,10,287
97815,20,363
97815,30,789
97815,40,1364
97815,50,2992
97815,60,5608
97815,70,8727
97815,80,4803
97815,90,2008
97815,100,873
106915,10,32
106915,20,21
106915,30,44
106915,40,84
106915,50,204
106915,60,409
106915,70,750
106915,80,780
106915,90,450
106915,100,599
106916,10,1
106916,30,1
106916,40,3
106916,50,14
106916,60,31
106916,70,60
106916,80,55
106916,90,35
106916,100,56
110442,10,1
110442,50,1
110442,60,1
110442,70,4
110442,80,7
110442,90,5
110442,100,6
132424,10,6
132424,20,3
132424,30,5
132424,40,19
132424,50,52
132424,60,60
132424,70,47
132424,80,19
132424,90,11
132424,100,22
100260,10,1
100260,20,1
100260,30,2
100260,40,2
100260,50,4
100260,60,9
100260,70,15
100260,80,17
100260,90,13
100260,100,14
87201,10,1
87201,20,1
87201,40,2
87201,50,3
87201,60,5
87201,70,8
87201,80,8
87201,90,6
87201,100,6
87200,10,1
87200,20,1
87200,30,1
87200,40,1
87200,50,14
87200,60,22
87200,70,50
87200,80,45
87200,90,29
87200,100,29
108299,10,1
108299,20,1
108299,40,3
108299,50,1
108299,60,10
108299,70,22
108299,80,27
108299,90,20
108299,100,10
107553,10,2
107553,30,1
107553,50,4
107553,60,9
107553,70,13
107553,80,15
107553,90,7
107553,100,4
110297,10,1
110297,20,1
110297,30,2
110297,40,7
110297,50,6
110297,60,12
110297,70,39
110297,80,32
110297,90,8
110297,100,13
96900,40,1
96900,50,2
96900,60,1
96900,70,6
96900,80,4
96900,100,3
108178,10,1
108178,40,5
108178,50,6
108178,60,16
108178,70,45
108178,80,35
108178,90,13
108178,100,15
131588,50,2
131588,60,2
131588,70,3
131588,80,4
131588,100,2
87196,30,1
87196,40,1
87196,50,3
87196,60,6
87196,70,17
87196,80,14
87196,90,4
87196,100,8
142870,50,4
142870,60,1
142870,70,5
142870,80,1
62425,10,2
62425,20,3
62425,30,8
62425,40,10
62425,50,18
62425,60,40
62425,70,59
62425,80,37
62425,90,20
62425,100,20
53568,20,1
53568,40,1
53568,50,9
53568,60,9
53568,70,19
53568,80,10
53568,90,4
53568,100,4
21717,10,358
21717,20,472
21717,30,1024
21717,40,1761
21717,50,2701
21717,60,4152
21717,70,4723
21717,80,2506
21717,90,1221
21717,100,689
6922,10,233
6922,20,285
6922,30,602
6922,40,911
6922,50,1553
6922,60,2473
6922,70,4461
6922,80,4109
6922,90,2364
6922,100,1395
14829,10,350
14829,20,279
14829,30,550
14829,40,910
14829,50,2161
14829,60,4160
14829,70,7597
14829,80,5250
14829,90,2110
14829,100,1177
18851,10,107
18851,20,110
18851,30,204
18851,40,336
18851,50,904
18851,60,1587
18851,70,2021
18851,80,932
18851,90,436
18851,100,398
20467,10,161
20467,20,165
20467,30,320
20467,40,547
20467,50,1387
20467,60,2579
20467,70,5681
20467,80,4477
20467,90,1872
20467,100,960
20845,10,133
20845,20,130
20845,30,324
20845,40,515
20845,50,1179
20845,60,2311
20845,70,4681
20845,80,3599
20845,90,1607
20845,100,837
85136,10,14
85136,20,10
85136,30,18
85136,40,28
85136,50,86
85136,60,165
85136,70,335
85136,80,341
85136,90,156
85136,100,58
66131,10,6
66131,20,5
66131,30,2
66131,40,11
66131,50,25
66131,60,50
66131,70,118
66131,80,287
66131,90,313
66131,100,186
87488,10,50
87488,20,39
87488,30,97
87488,40,110
87488,50,334
87488,60,594
87488,70,753
87488,80,321
87488,90,157
87488,100,136
21379,10,103
21379,20,81
21379,30,164
21379,40,323
21379,50,731
21379,60,1536
21379,70,3736
21379,80,4151
21379,90,2062
21379,100,996
118743,10,23
118743,20,15
118743,30,36
118743,40,69
118743,50,135
118743,60,302
118743,70,627
118743,80,506
118743,90,296
118743,100,170
138511,10,1
138511,40,1
138511,50,1
138511,60,1
138511,70,2
138511,80,5
138511,90,4
138511,100,8
97757,10,49
97757,20,44
97757,30,93
97757,40,144
97757,50,329
97757,60,736
97757,70,2050
97757,80,3445
97757,90,2508
97757,100,1144
101100,10,21
101100,20,23
101100,30,49
101100,40,85
101100,50,298
101100,60,497
101100,70,689
101100,80,354
101100,90,226
101100,100,152
100269,10,53
100269,20,40
100269,30,77
100269,40,127
100269,50,246
100269,60,467
100269,70,588
100269,80,318
100269,90,216
100269,100,143
138119,10,8
138119,20,7
138119,30,12
138119,40,22
138119,50,37
138119,60,10
138119,70,12
138119,80,4
138119,90,1
138119,100,6
33526,10,18
33526,20,20
33526,30,30
33526,40,56
33526,50,157
33526,60,268
33526,70,497
33526,80,305
33526,90,131
33526,100,68
57327,30,4
57327,40,3
57327,50,13
57327,60,22
57327,70,82
57327,80,136
57327,90,94
57327,100,66
87202,10,1
87202,30,4
87202,40,5
87202,50,8
87202,60,14
87202,70,11
87202,80,9
87202,90,7
87202,100,1
141489,50,1
141489,60,1
141489,70,2
141489,80,2
141489,90,1
141489,100,1
15927,10,20
15927,20,21
15927,30,49
15927,40,88
15927,50,335
15927,60,686
15927,70,1594
15927,80,1191
15927,90,542
15927,100,341
10012,10,88
10012,20,54
10012,30,124
10012,40,253
10012,50,778
10012,60,1734
10012,70,4320
10012,80,6057
10012,90,3915
10012,100,2794
2593,10,143
2593,20,126
2593,30,362
2593,40,734
2593,50,2008
2593,60,4202
2593,70,10593
2593,80,10741
2593,90,4954
2593,100,2047
6624,10,27
6624,20,21
6624,30,44
6624,40,81
6624,50,323
6624,60,591
6624,70,1335
6624,80,1247
6624,90,512
6624,100,296
3782,10,74
3782,20,88
3782,30,241
3782,40,451
3782,50,1226
3782,60,2874
3782,70,7708
3782,80,10423
3782,90,4876
3782,100,1818
3783,10,92
3783,20,78
3783,30,243
3783,40,396
3783,50,906
3783,60,1860
3783,70,5425
3783,80,10319
3783,90,6307
3783,100,2243
4280,10,76
4280,20,53
4280,30,178
4280,40,355
4280,50,1073
4280,60,2278
4280,70,6583
4280,80,9418
4280,90,4420
4280,100,1654
4282,10,123
4282,20,39
4282,30,87
4282,40,173
4282,50,469
4282,60,948
4282,70,2623
4282,80,6193
4282,90,8691
4282,100,5612
5204,10,123
5204,20,165
5204,30,361
5204,40,730
5204,50,1502
5204,60,3198
5204,70,6598
5204,80,5732
5204,90,2541
5204,100,1217
5205,10,140
5205,20,79
5205,30,159
5205,40,263
5205,50,544
5205,60,1024
5205,70,2706
5205,80,5613
5205,90,7018
5205,100,4128
6954,10,153
6954,20,165
6954,30,323
6954,40,550
6954,50,1150
6954,60,2019
6954,70,3981
6954,80,3452
6954,90,1881
6954,100,1217
14807,10,40
14807,20,25
14807,30,79
14807,40,127
14807,50,423
14807,60,814
14807,70,2375
14807,80,4279
14807,90,2763
14807,100,1143
20697,10,31
20697,20,23
20697,30,57
