media_id,score,amount
98416,70,3578
98416,80,6554
98416,90,6923
98416,100,4127
112673,10,12
112673,20,7
112673,30,18
112673,40,30
112673,50,109
112673,60,242
112673,70,725
112673,80,857
112673,90,588
112673,100,355
117634,30,1
117634,50,2
117634,60,4
117634,70,3
117634,80,4
117634,90,12
117634,100,6
152129,10,3
152129,20,3
152129,30,4
152129,40,12
152129,50,56
152129,60,113
152129,70,372
152129,80,408
152129,90,260
152129,100,145
107307,30,1
107307,70,2
107307,80,6
107307,90,7
107307,100,5
162670,10,25
162670,20,3
162670,30,3
162670,40,8
162670,50,36
162670,60,56
162670,70,202
162670,80,425
162670,90,475
162670,100,337
131518,10,70
131518,20,24
131518,30,71
131518,40,115
131518,50,378
131518,60,932
131518,70,3893
131518,80,9171
131518,90,7683
131518,100,3805
142876,10,58
142876,20,13
142876,30,55
142876,40,77
142876,50,407
142876,60,880
142876,70,4197
142876,80,10208
142876,90,8419
142876,100,3802
113936,10,345
113936,20,94
113936,30,332
113936,40,568
113936,50,1871
113936,60,4081
113936,70,15398
113936,80,34058
113936,90,30894
113936,100,15648
133514,20,2
133514,30,8
133514,40,18
133514,50,20
133514,60,31
133514,70,22
133514,80,18
133514,90,17
133514,100,8
130283,20,2
130283,30,4
130283,40,9
130283,50,7
130283,60,23
130283,70,14
130283,80,9
130283,90,8
130283,100,10
122807,10,39
122807,20,37
122807,30,121
122807,40,206
122807,50,488
122807,60,819
122807,70,1482
122807,80,1254
122807,90,677
122807,100,293
109298,10,151
109298,20,71
109298,30,140
109298,40,330
109298,50,963
109298,60,1757
109298,70,5213
109298,80,10190
109298,90,9354
109298,100,4104
116923,10,9
116923,20,12
116923,30,15
116923,40,47
116923,50,84
116923,60,59
116923,70,33
116923,80,12
116923,90,7
116923,100,6
109319,10,3
109319,20,1
109319,30,1
109319,40,6
109319,50,15
109319,60,21
109319,70,43
109319,80,43
109319,90,44
109319,100,18
30,10,1042
30,20,552
30,30,1172
30,40,2036
30,50,4077
30,60,7686
30,70,19128
30,80,35743
30,90,48226
30,100,44634
32,10,585
32,20,331
32,30,591
32,40,953
32,50,1964
32,60,3631
32,70,9133
32,80,17735
32,90,28323
32,100,34402
31,10,195
31,20,130
31,30,323
31,40,576
31,50,1515
31,60,2555
31,70,5344
31,80,4754
31,90,3088
31,100,2298
2759,10,254
2759,20,109
2759,30,338
2759,40,601
2759,50,1959
2759,60,4087
2759,70,12309
2759,80,19563
2759,90,12398
2759,100,5562
3784,10,235
3784,20,148
3784,30,320
3784,40,611
3784,50,1336
3784,60,2651
3784,70,7389
3784,80,15922
3784,90,16657
3784,100,8699
3785,10,317
3785,20,332
3785,30,782
3785,40,1379
3785,50,2320
3785,60,4296
3785,70,9964
3785,80,13274
3785,90,10080
3785,100,5527
101092,10,7
101092,20,12
101092,30,21
101092,40,33
101092,50,148
101092,60,205
101092,70,300
101092,80,160
101092,90,89
101092,100,71
155399,10,8
155399,20,4
155399,30,12
155399,40,17
155399,50,78
155399,60,134
155399,70,298
155399,80,233
155399,90,165
155399,100,88
3786,10,261
3786,20,131
3786,30,267
3786,40,380
3786,50,581
3786,60,1037
3786,70,2388
3786,80,4938
3786,90,9791
3786,100,11565
20947,10,24
20947,20,11
20947,30,36
20947,40,68
20947,50,250
20947,60,482
20947,70,1007
20947,80,862
20947,90,404
20947,100,198
99424,10,223
99424,20,196
99424,30,452
99424,40,933
99424,50,2256
99424,60,4168
99424,70,8764
99424,80,8173
99424,90,4164
99424,100,1424
109184,40,1
109184,60,1
109184,70,5
109184,80,1
109184,90,2
109184,100,1
109185,10,1
109185,40,1
109185,50,1
109185,60,1
109185,70,4
109185,80,1
109185,90,2
109186,30,2
109186,40,2
109186,50,2
109186,60,5
109186,70,16
109186,80,2
109186,90,3
109186,100,1
116192,40,1
116192,50,4
116192,60,4
116192,70,9
116192,80,1
116192,90,1
116192,100,2
166116,10,1
166116,30,1
166116,40,2
166116,50,1
166116,60,3
166116,80,2
166116,90,3
166116,100,2
112266,30,2
112266,50,1
112266,60,2
112266,70,1
112266,80,1
112266,90,1
112267,10,1
112267,30,1
112267,50,2
112267,60,8
112267,70,8
112267,80,4
112267,90,1
155947,70,1
155947,80,2
158990,40,5
158990,50,10
158990,60,8
158990,70,9
158990,80,15
158990,90,4
158990,100,6
158991,30,1
158991,40,5
158991,50,8
158991,60,12
158991,70,11
158991,80,6
158991,90,3
158991,100,5
142684,10,1
142684,20,1
142684,30,2
142684,40,5
142684,50,7
142684,60,19
142684,70,23
142684,80,54
142684,90,65
142684,100,57
113950,10,64
113950,20,43
113950,30,135
113950,40,224
113950,50,573
113950,60,1133
113950,70,2666
113950,80,3228
113950,90,2197
113950,100,829
155948,70,1
155948,90,1
124082,10,3
124082,20,2
124082,30,3
124082,40,7
124082,50,14
124082,60,19
124082,70,33
124082,80,21
124082,90,13
124082,100,28
140099,10,2
140099,20,3
140099,30,3
140099,40,4
140099,50,5
140099,60,13
140099,70,14
140099,80,6
140099,90,7
122673,10,1
122673,50,3
122673,60,1
122673,70,5
122673,80,3
32939,40,1
32939,60,1
32939,70,4
32939,80,3
32939,90,3
32939,100,1
50878,40,1
50878,50,4
50878,60,4
50878,70,2
50878,80,2
162893,10,56
162893,20,58
162893,30,144
162893,40,247
162893,50,550
162893,60,890
162893,70,951
162893,80,504
162893,90,246
162893,100,123
166974,30,2
166974,40,2
166974,50,14
166974,60,17
166974,70,32
166974,80,30
166974,90,14
166974,100,12
10278,10,95
10278,20,66
10278,30,144
10278,40,272
10278,50,702
10278,60,1171
10278,70,2814
10278,80,3366
10278,90,2162
10278,100,1105
4033,10,20
4033,20,20
4033,30,29
4033,40,86
4033,50,203
4033,60,225
4033,70,182
4033,80,86
4033,90,28
4033,100,34
98310,10,50
98310,20,15
98310,30,24
98310,40,87
98310,50,205
98310,60,299
98310,70,496
98310,80,363
98310,90,228
98310,100,116
101546,10,8
101546,30,7
101546,40,7
101546,50,22
101546,60,28
101546,70,44
101546,80,17
101546,90,13
101546,100,12
103923,10,13
103923,20,5
103923,30,19
103923,40,37
103923,50,75
103923,60,88
103923,70,68
103923,80,37
103923,90,23
103923,100,22
126886,10,4
126886,20,1
126886,30,1
126886,40,5
126886,50,6
126886,60,6
126886,70,2
126886,80,1
126886,90,1
126886,100,1
137075,10,8
137075,20,4
137075,30,6
137075,40,15
137075,50,21
137075,60,68
137075,70,154
137075,80,166
137075,90,170
137075,100,140
162889,60,1
162889,70,1
162889,80,1
162889,90,2
162889,100,7
108415,20,1
108415,30,1
108415,60,1
108415,80,1
108415,90,2
166853,100,1
132383,60,1
132383,70,1
132383,90,2
120755,10,8
120755,20,1
120755,30,4
120755,40,9
120755,50,24
120755,60,32
120755,70,43
120755,80,27
120755,90,26
120755,100,48
110370,30,1
110370,40,1
110370,50,1
110370,60,1
110370,70,1
110370,80,2
110370,90,7
110370,100,4
149891,30,1
149891,80,1
149891,100,1
116632,40,1
116632,60,1
116632,70,1
116632,80,1
116632,90,4
116632,100,1
145490,20,1
145490,90,1
145490,100,1
85788,30,1
85788,40,2
85788,50,7
85788,60,8
85788,70,20
85788,80,20
85788,90,15
85788,100,12
94520,30,1
94520,100,1
85787,30,1
85787,50,1
85787,70,2
85787,80,2
85787,90,2
85787,100,2
110219,10,10
110219,20,5
110219,30,5
110219,40,12
110219,50,39
110219,60,48
110219,70,59
110219,80,39
110219,90,22
110219,100,32
158702,10,1
158702,20,3
158702,30,4
158702,40,5
158702,50,10
158702,60,17
158702,70,14
158702,80,10
158702,90,5
158702,100,4
20693,10,60
20693,20,49
20693,30,122
20693,40,267
20693,50,698
20693,60,1238
20693,70,2233
20693,80,1672
20693,90,808
20693,100,407
128418,10,3
128418,20,1
128418,30,1
128418,40,1
128418,50,8
128418,60,5
128418,70,6
128418,80,3
128418,90,3
128418,100,7
123994,30,2
123994,40,8
123994,50,12
123994,60,35
123994,70,31
123994,80,27
123994,90,12
123994,100,15
138716,10,1
138716,20,3
138716,30,3
138716,40,3
138716,50,6
138716,60,15
138716,70,23
138716,80,12
138716,90,11
138716,100,9
113221,10,10
113221,20,12
113221,30,15
113221,40,25
113221,50,37
113221,60,56
113221,70,53
113221,80,32
113221,90,22
113221,100,12
97765,10,26
97765,20,19
97765,30,43
97765,40,85
97765,50,248
97765,60,447
97765,70,448
97765,80,216
97765,90,116
97765,100,101
102723,10,13
102723,20,3
102723,30,8
102723,40,18
102723,50,41
102723,60,44
102723,70,19
102723,80,10
102723,90,9
102723,100,10
102184,50,2
102184,60,3
102184,70,3
102184,80,5
102184,100,2
100225,10,10
100225,20,5
100225,30,5
100225,40,25
100225,50,65
100225,60,125
100225,70,137
100225,80,49
100225,90,43
100225,100,28
98556,10,12
98556,20,8
98556,30,10
98556,40,34
98556,50,128
98556,60,215
98556,70,220
98556,80,91
98556,90,49
98556,100,44
99742,10,16
99742,20,14
99742,30,18
99742,40,37
99742,50,150
99742,60,292
99742,70,324
99742,80,160
99742,90,89
99742,100,72
101267,10,15
101267,20,7
101267,30,17
101267,40,26
101267,50,119
101267,60,200
101267,70,230
101267,80,102
101267,90,60
101267,100,60
105962,10,9
105962,20,2
105962,30,9
105962,40,21
105962,50,86
105962,60,148
105962,70,161
105962,80,72
105962,90,36
105962,100,36
108810,10,9
108810,20,5
108810,30,6
108810,40,19
108810,50,57
108810,60,99
108810,70,92
108810,80,29
108810,90,21
108810,100,29
103311,10,9
103311,20,5
103311,30,7
103311,40,22
103311,50,74
103311,60,124
103311,70,113
103311,80,41
103311,90,32
103311,100,27
122208,10,3
122208,20,2
122208,30,2
122208,40,3
122208,50,11
122208,60,15
122208,70,11
122208,80,1
122208,90,1
122208,100,3
122207,10,10
122207,20,2
122207,30,2
122207,40,2
122207,50,15
122207,60,14
122207,70,16
122207,80,4
122207,90,4
122207,100,8
122206,10,8
122206,20,1
122206,30,3
122206,40,7
122206,50,14
122206,60,20
122206,70,17
122206,80,6
122206,90,4
122206,100,5
122205,10,7
122205,20,2
122205,30,2
122205,40,6
122205,50,19
122205,60,27
122205,70,16
122205,80,8
122205,90,6
122205,100,7
115519,10,4
115519,20,4
115519,30,2
115519,40,10
115519,50,20
115519,60,26
115519,70,29
115519,80,14
115519,90,13
115519,100,14
21094,10,32
21094,20,30
21094,30,64
21094,40,157
21094,50,360
21094,60,658
21094,70,1334
21094,80,1214
21094,90,671
21094,100,360
21564,10,7
21564,20,10
21564,30,17
21564,40,22
21564,50,77
21564,60,165
21564,70,406
21564,80,264
21564,90,127
21564,100,84
96784,80,1
96784,90,1
96784,100,1
92675,30,1
92675,50,3
92675,70,4
92675,80,1
92675,90,1
92676,50,2
92676,70,4
92676,80,5
92676,90,1
92677,50,2
92677,70,6
92677,80,2
92679,70,1
103848,50,2
103848,60,1
103848,70,3
103848,80,1
103849,30,3
103849,40,1
103849,50,6
103849,60,8
103849,70,16
103849,80,16
103849,90,14
103849,100,6
146975,10,17
146975,20,4
146975,30,22
146975,40,21
146975,50,88
146975,60,143
146975,70,319
146975,80,474
146975,90,406
146975,100,250
166532,60,1
166532,90,3
103309,10,1
103309,50,1
103309,60,3
103309,70,3
103309,80,5
103309,90,2
103309,100,1
72333,30,2
72333,50,1
72333,60,4
72333,70,5
72333,80,1
72333,90,7
74493,60,1
74493,70,4
74493,80,5
74493,90,1
74493,100,1
73425,50,3
73425,70,6
73425,80,5
73425,90,1
74495,30,2
74495,50,2
74495,60,2
74495,70,6
74495,80,5
74495,90,2
145433,10,1
145433,20,2
145433,30,6
145433,40,6
145433,50,16
145433,60,23
145433,70,33
145433,80,26
145433,90,19
145433,100,10
112325,10,86
112325,20,63
112325,30,132
112325,40,207
112325,50,237
112325,60,216
112325,70,158
112325,80,70
112325,90,40
112325,100,37
126304,30,1
126304,50,1
140085,10,16
140085,20,6
140085,30,8
140085,40,18
140085,50,42
140085,60,58
140085,70,88
140085,80,61
140085,90,48
140085,100,25
163136,10,2
163136,20,2
163136,30,3
163136,40,1
163136,50,3
163136,60,11
163136,70,10
163136,80,7
163136,90,8
163136,100,7
107871,10,196
107871,20,178
107871,30,436
107871,40,791
107871,50,1954
107871,60,3432
107871,70,7252
107871,80,5588
107871,90,2845
107871,100,1269
122808,10,54
122808,20,30
122808,30,71
122808,40,119
122808,50,350
122808,60,707
122808,70,2001
122808,80,2858
122808,90,2100
122808,100,1063
123911,10,3
123911,30,1
123911,50,4
123911,60,1
123911,70,9
123911,80,3
123911,90,4
123911,100,3
148093,50,1
148093,70,1
148093,90,1
148093,100,1
112293,10,189
112293,20,189
112293,30,442
112293,40,702
112293,50,1628
112293,60,3175
112293,70,5723
112293,80,3563
112293,90,1621
112293,100,773
119812,10,19
119812,20,17
119812,30,48
119812,40,73
119812,50,206
119812,60,307
119812,70,306
119812,80,144
119812,90,78
119812,100,53
87382,10,6
87382,20,4
87382,30,32
87382,40,43
87382,50,83
87382,60,167
87382,70,333
87382,80,230
87382,90,138
87382,100,47
20590,10,107
20590,20,68
20590,30,236
20590,40,421
20590,50,1211
20590,60,2831
20590,70,7140
20590,80,8056
20590,90,4023
20590,100,1487
113114,50,2
113114,60,4
113114,70,8
113114,80,8
113114,90,5
113114,100,4
21184,10,124
21184,20,99
21184,30,236
21184,40,480
21184,50,871
21184,60,1714
21184,70,3522
21184,80,3369
21184,90,1884
21184,100,872
98629,10,18
98629,20,9
98629,30,26
98629,40,40
98629,50,223
98629,60,507
98629,70,988
98629,80,562
98629,90,218
98629,100,131
21322,10,114
21322,20,104
21322,30,233
21322,40,415
21322,50,926
21322,60,1430
21322,70,1910
21322,80,1228
21322,90,697
21322,100,432
117086,10,39
117086,20,70
117086,30,102
117086,40,129
117086,50,247
117086,60,239
117086,70,174
117086,80,80
117086,90,47
117086,100,52
21361,10,131
21361,20,150
21361,30,337
21361,40,695
21361,50,1658
21361,60,2772
21361,70,3677
21361,80,1730
21361,90,782
21361,100,406
103102,20,3
103102,30,7
103102,40,10
103102,50,18
103102,60,28
103102,70,40
103102,80,23
103102,90,12
103102,100,5
104025,60,1
104025,70,1
104025,80,1
104025,90,1
104025,100,1
93358,60,1
93358,80,1
93358,90,1
93358,100,1
107346,10,40
107346,20,43
107346,30,73
107346,40,178
107346,50,471
107346,60,892
107346,70,1279
107346,80,640
107346,90,293
107346,100,178
116968,10,10
116968,20,14
116968,30,20
116968,40,51
116968,50,146
116968,60,224
116968,70,324
116968,80,126
116968,90,77
116968,100,36
100469,10,19
100469,20,14
100469,30,44
100469,40,62
100469,50,219
100469,60,370
100469,70,518
100469,80,203
100469,90,104
100469,100,58
103069,10,2
103069,30,3
103069,40,1
103069,50,2
103069,60,1
103069,70,3
103069,80,3
103069,90,1
103069,100,2
128153,70,1
128153,80,5
128153,90,2
128153,100,2
98514,10,90
98514,20,68
98514,30,195
98514,40,404
98514,50,949
98514,60,1802
98514,70,3790
98514,80,3483
98514,90,1889
98514,100,887
103237,10,11
103237,20,13
103237,30,18
103237,40,32
103237,50,115
103237,60,272
103237,70,557
103237,80,337
103237,90,178
103237,100,100
108941,10,33
108941,20,31
108941,30,81
108941,40,134
108941,50,389
108941,60,582
108941,70,478
108941,80,235
108941,90,170
108941,100,98
154386,10,1
154386,20,4
154386,30,1
154386,40,6
154386,50,25
154386,60,47
154386,70,35
154386,80,15
154386,90,19
154386,100,4
116943,20,1
116943,30,1
116943,50,3
116943,60,3
116943,70,6
116943,80,3
116943,100,3
101464,10,2
101464,20,2
101464,30,1
101464,40,1
101464,50,5
101464,60,12
101464,70,19
101464,80,16
101464,90,11
101464,100,9
131850,20,3
131850,50,2
131850,60,1
131850,70,1
131850,80,3
119247,20,3
119247,30,1
119247,40,2
119247,50,5
119247,60,6
119247,70,24
119247,80,70
119247,90,100
119247,100,68
142931,20,2
142931,60,1
142931,80,3
142931,90,2
142931,100,1
153549,20,1
153549,50,2
153549,60,3
153549,70,12
153549,80,18
153549,90,12
153549,100,3
163218,50,1
163218,60,1
163218,70,3
163218,80,2
163218,100,3
135321,20,1
135321,40,1
135321,70,2
135321,100,2
148473,20,1
148473,60,1
148473,70,8
148473,80,7
148473,90,9
148473,100,3
124223,10,34
124223,20,11
124223,30,45
124223,40,78
124223,50,200
124223,60,342
124223,70,881
124223,80,1458
124223,90,1735
124223,100,1315
145608,10,4
145608,20,4
145608,30,6
145608,40,9
145608,50,38
145608,60,81
145608,70,185
145608,80,130
145608,90,84
145608,100,67
148401,10,3
148401,20,2
148401,30,5
148401,40,8
148401,50,27
148401,60,58
148401,70,78
148401,80,30
148401,90,40
148401,100,15
148370,10,6
148370,20,3
148370,30,9
148370,40,19
148370,50,48
148370,60,126
148370,70,316
148370,80,552
148370,90,527
148370,100,299
156632,10,6
156632,20,1
156632,30,3
156632,40,3
156632,50,14
156632,60,26
156632,70,73
156632,80,87
156632,90,74
156632,100,70
103871,10,312
103871,20,204
103871,30,494
103871,40,956
103871,50,2432
103871,60,4871
103871,70,12093
103871,80,14652
103871,90,7883
103871,100,3144
132552,10,2
132552,20,4
132552,30,1
132552,40,2
132552,50,11
132552,60,21
132552,70,33
132552,80,21
132552,90,14
132552,100,8
104714,20,2
104714,30,2
104714,40,6
104714,50,12
104714,60,23
104714,70,27
104714,80,12
104714,90,10
104714,100,13
110733,10,58
110733,20,34
110733,30,78
110733,40,171
110733,50,462
110733,60,879
110733,70,3102
110733,80,5765
110733,90,4608
110733,100,2214
140337,30,1
140337,40,1
140337,50,3
140337,60,3
140337,70,4
140337,80,4
140337,90,10
140337,100,15
121035,10,3
121035,20,5
121035,30,17
121035,40,21
121035,50,74
121035,60,125
121035,70,163
121035,80,127
121035,90,79
121035,100,69
154006,10,11
154006,20,5
154006,30,6
154006,40,26
154006,50,62
154006,60,56
154006,70,28
154006,80,7
154006,90,5
154006,100,11
145309,10,1
145309,30,1
145309,50,1
145309,60,2
145309,70,4
145309,90,3
145309,100,4
120122,10,2
120122,20,3
120122,30,3
120122,40,8
120122,50,29
120122,60,42
120122,70,49
120122,80,28
120122,90,11
120122,100,18
142173,10,2
142173,20,5
142173,30,4
142173,40,7
142173,50,19
142173,60,34
142173,70,34
142173,80,39
142173,90,40
142173,100,32
149974,20,1
149974,30,5
149974,40,2
149974,50,11
149974,60,12
149974,70,23
149974,80,10
149974,90,15
149974,100,11
17437,10,21
17437,20,13
17437,30,36
17437,40,87
17437,50,218
17437,60,384
17437,70,881
17437,80,984
17437,90,584
17437,100,378
14835,10,14
14835,20,16
14835,30,27
14835,40,50
14835,50,200
14835,60,454
14835,70,838
14835,80,585
14835,90,212
14835,100,142
11889,10,14
11889,20,8
11889,30,23
11889,40,42
11889,50,205
11889,60,455
11889,70,1077
11889,80,961
11889,90,420
11889,100,219
74037,20,1
74037,40,2
74037,50,3
74037,60,6
74037,70,32
74037,80,22
74037,90,22
74037,100,20
102108,40,1
102108,50,2
102108,60,7
102108,70,16
102108,80,20
102108,90,17
102108,100,12
1694,10,52
1694,20,54
1694,30,86
1694,40,139
1694,50,200
1694,60,304
1694,70,242
1694,80,158
1694,90,70
1694,100,54
38140,10,1
38140,70,1
38140,80,1
38140,90,1
38140,100,1
3406,10,13
3406,20,8
3406,30,20
3406,40,24
3406,50,42
3406,60,43
3406,70,22
3406,80,10
3406,90,4
3406,100,8
54073,50,1
54073,60,2
104159,10,412
104159,20,457
104159,30,872
104159,40,1295
104159,50,2022
104159,60,2855
104159,70,2681
104159,80,1316
104159,90,772
104159,100,636
124545,60,2
124545,80,1
124545,100,3
105795,30,3
105795,40,2
105795,50,6
105795,60,20
105795,70,27
105795,80,24
105795,90,14
105795,100,10
125503,40,1
125503,50,4
125503,60,3
125503,70,10
125503,80,9
125503,90,6
125503,100,13
105796,70,1
105796,80,1
105796,100,2
105797,70,1
105797,90,1
105797,100,1
105798,50,4
105798,60,2
105798,70,4
105798,80,3
105798,90,1
105798,100,2
108547,10,2
108547,20,1
108547,30,1
108547,40,2
108547,50,7
108547,60,23
108547,70,38
108547,80,30
108547,90,29
108547,100,13
139752,10,11
139752,20,14
139752,30,18
139752,40,31
139752,50,69
139752,60,148
139752,70,160
139752,80,81
139752,90,65
139752,100,50
114473,10,50
114473,20,56
114473,30,102
114473,40,155
114473,50,399
114473,60,799
114473,70,1266
114473,80,706
114473,90,385
114473,100,277
169080,10,1
169080,40,1
142340,60,1
142340,70,2
142340,80,1
142340,90,2
142340,100,1
104971,10,3
104971,30,3
104971,40,2
104971,50,12
104971,60,11
104971,70,60
104971,80,42
104971,90,31
104971,100,16
154525,10,6
154525,20,5
154525,30,5
154525,40,12
154525,50,28
154525,60,90
154525,70,105
154525,80,60
154525,90,32
154525,100,27
132565,30,2
132565,60,1
132565,70,4
132565,80,2
132565,90,1
132088,30,1
132088,80,1
132089,30,1
132089,70,2
132089,90,1
168992,50,2
168992,60,5
168992,80,3
168992,90,2
168992,100,2
169685,40,2
169685,50,1
169685,70,1
169685,80,1
90934,20,1
90934,40,2
90934,50,2
90934,60,1
90934,70,2
90934,80,1
21637,10,86
21637,20,68
21637,30,203
21637,40,422
21637,50,1137
21637,60,2226
21637,70,5008
21637,80,5501
21637,90,3221
21637,100,1319
21858,10,213
21858,20,137
21858,30,373
21858,40,711
21858,50,2086
21858,60,4224
21858,70,11435
21858,80,16661
21858,90,12422
21858,100,5950
19489,10,47
19489,20,25
19489,30,72
19489,40,190
19489,50,766
19489,60,1849
19489,70,5422
19489,80,7111
19489,90,3740
19489,100,1508
14349,10,105
14349,20,60
14349,30,175
14349,40,408
14349,50,1403
14349,60,3286
14349,70,9557
14349,80,12846
14349,90,7386
14349,100,2973
13863,10,61
13863,20,90
13863,30,164
13863,40,257
13863,50,429
13863,60,594
13863,70,581
13863,80,254
13863,90,115
13863,100,45
14353,10,52
14353,20,39
14353,30,104
14353,40,196
14353,50,896
14353,60,2097
14353,70,6706
14353,80,9828
14353,90,5032
14353,100,1810
14347,10,29
14347,20,38
14347,30,116
14347,40,221
14347,50,384
14347,60,419
14347,70,271
14347,80,123
14347,90,38
14347,100,18
20931,10,486
20931,20,224
20931,30,663
20931,40,1504
20931,50,4228
20931,60,8857
20931,70,25832
20931,80,51065
20931,90,44601
20931,100,22595
107770,30,1
107770,40,4
107770,50,1
107770,60,1
107770,70,1
107770,80,1
107770,100,1
107771,30,1
107771,50,4
107771,80,1
107771,100,1
107772,30,1
107772,90,1
96202,40,3
96202,50,5
96202,60,5
96202,70,11
96202,80,4
96202,90,1
96202,100,3
99089,10,2
99089,20,1
99089,30,9
99089,40,18
99089,50,48
99089,60,79
99089,70,232
99089,80,176
99089,90,129
99089,100,79
96203,10,1
96203,20,4
96203,30,6
96203,40,9
96203,50,27
96203,60,42
96203,70,83
96203,80,42
96203,90,24
96203,100,22
101817,10,33
101817,20,19
101817,30,26
101817,40,43
101817,50,90
101817,60,111
101817,70,102
101817,80,44
101817,90,35
101817,100,40
16774,10,473
16774,20,404
16774,30,515
16774,40,724
16774,50,1323
16774,60,2255
16774,70,3490
16774,80,2563
16774,90,1559
16774,100,2514
20456,20,9
20456,30,17
20456,40,27
20456,50,14
20456,60,2
20456,70,3
20456,80,1
20456,90,12
20456,100,18
17843,10,139
17843,20,90
17843,30,157
17843,40,195
17843,50,512
17843,60,324
17843,70,195
17843,80,100
17843,90,58
17843,100,68
15313,10,41
15313,20,33
15313,30,76
15313,40,124
15313,50,247
15313,60,361
15313,70,280
15313,80,141
15313,90,56
15313,100,42
16738,10,11
16738,20,12
16738,30,21
16738,40,38
16738,50,102
16738,60,104
16738,70,85
16738,80,29
16738,90,12
16738,100,11
20267,10,18
20267,20,17
20267,30,28
20267,40,50
20267,50,148
20267,60,202
20267,70,225
20267,80,124
20267,90,54
20267,100,40
20999,10,14
20999,20,11
20999,30,22
20999,40,31
20999,50,112
20999,60,142
20999,70,146
20999,80,93
20999,90,36
20999,100,22
115069,10,41
115069,20,27
115069,30,69
115069,40,97
115069,50,267
115069,60,450
115069,70,1093
115069,80,1336
115069,90,941
115069,100,531
123649,70,2
123649,80,2
123649,90,1
123649,100,2
162083,70,1
162083,100,1
143917,10,1
143917,20,4
143917,30,5
143917,40,4
143917,50,14
143917,60,31
143917,70,53
143917,80,59
143917,90,30
143917,100,38
146705,30,1
146705,50,3
146705,60,1
146705,70,9
146705,80,2
146705,90,3
128563,10,8
128563,20,9
128563,30,15
128563,40,51
128563,50,125
128563,60,197
128563,70,285
128563,80,177
128563,90,116
128563,100,86
146321,10,7
146321,20,4
146321,30,26
146321,40,27
146321,50,106
146321,60,200
146321,70,413
146321,80,316
146321,90,208
146321,100,117
147216,10,14
147216,20,5
147216,30,20
147216,40,33
147216,50,96
147216,60,168
147216,70,368
147216,80,366
147216,90,258
147216,100,200
163328,20,1
163328,30,4
163328,40,9
163328,50,11
163328,60,17
163328,70,24
163328,80,14
163328,90,18
163328,100,33
144822,10,1
144822,20,1
144822,30,4
144822,40,7
144822,50,12
144822,60,28
144822,70,36
144822,80,20
144822,90,14
144822,100,16
122073,80,3
122073,90,1
124634,40,1
124634,60,2
124634,80,1
124634,90,3
124634,100,1
144827,10,1
144827,20,2
144827,30,4
144827,40,6
144827,50,18
144827,60,23
144827,70,40
144827,80,24
144827,90,28
144827,100,24
99002,10,30
99002,20,26
99002,30,68
99002,40,93
99002,50,399
99002,60,414
99002,70,329
99002,80,97
99002,90,71
99002,100,85
97182,10,1
97182,20,1
97182,30,3
97182,40,7
97182,50,17
97182,60,23
97182,70,13
97182,80,7
97182,90,4
97182,100,2
80,10,46
80,20,25
80,30,73
80,40,128
80,50,415
80,60,908
80,70,2533
80,80,2969
80,90,1921
80,100,849
147460,70,1
147460,80,1
6336,10,58
6336,20,26
6336,30,74
6336,40,131
6336,50,349
6336,60,566
6336,70,1276
6336,80,2113
6336,90,1943
6336,100,1171
136641,20,3
136641,30,4
136641,40,11
136641,50,30
136641,60,20
136641,70,14
136641,80,10
136641,90,10
136641,100,6
21658,10,49
21658,20,12
21658,30,23
21658,40,61
21658,50,152
21658,60,283
21658,70,661
21658,80,723
21658,90,507
21658,100,235
98504,10,91
98504,20,131
98504,30,162
98504,40,175
98504,50,250
98504,60,175
98504,70,117
98504,80,50
98504,90,19
98504,100,11
107994,50,2
107994,60,2
107994,70,5
104557,10,17
104557,20,27
104557,30,48
104557,40,56
104557,50,91
104557,60,98
104557,70,57
104557,80,24
104557,90,9
104557,100,5
101554,10,51
101554,20,74
101554,30,142
101554,40,260
101554,50,321
101554,60,470
101554,70,645
101554,80,346
101554,90,206
101554,100,84
109953,50,1
109953,60,1
109953,90,1
109953,100,1
105595,10,17
105595,20,8
105595,30,20
105595,40,33
105595,50,119
105595,60,263
105595,70,820
105595,80,1420
105595,90,1107
105595,100,437
132002,90,1
86961,10,1
86961,20,1
86961,30,2
86961,40,6
86961,50,7
86961,60,13
86961,70,34
86961,80,53
86961,90,33
86961,100,16
60593,10,1
60593,50,1
60593,60,1
60593,70,6
60593,80,6
60593,90,11
60593,100,2
93728,40,1
93728,50,1
93728,60,3
93728,70,5
93728,90,1
86,10,61
86,20,74
86,30,183
86,40,365
86,50,545
86,60,889
86,70,1237
86,80,807
86,90,486
86,100,149
126624,10,1
126624,30,3
126624,40,3
126624,50,7
126624,60,14
126624,70,13
126624,80,15
126624,90,6
126624,100,4
85,10,28
85,20,35
85,30,82
85,40,148
85,50,312
85,60,633
85,70,1438
85,80,2062
85,90,1781
85,100,939
61441,30,1
61441,70,1
61441,80,1
61441,90,2
136715,30,1
1967,10,10
1967,20,6
1967,30,32
1967,40,51
1967,50,166
1967,60,231
1967,70,412
1967,80,246
1967,90,119
1967,100,31
1092,10,45
1092,20,9
1092,30,34
1092,40,63
1092,50,203
1092,60,489
1092,70,1307
1092,80,1653
1092,90,1093
1092,100,344
1091,10,24
1091,20,14
1091,30,52
1091,40,131
1091,50,367
